model,seed,macro_AUC,macro_F1,micro_F1,subset_acc,hamming,AUC_Kn,F1_Kn,P_Kn,R_Kn,AUC_Cm,F1_Cm,P_Cm,R_Cm,AUC_Ap,F1_Ap,P_Ap,R_Ap,AUC_An,F1_An,P_An,R_An,AUC_Sn,F1_Sn,P_Sn,R_Sn,AUC_Ev,F1_Ev,P_Ev,R_Ev,_oof_score
SGD-hinge-1e5,13,0.6334084787949147,0.43138607050879885,0.4342857142857143,0.09186351706036745,0.3464566929133858,0.7493586168432794,0.46551724137931033,0.4426229508196721,0.4909090909090909,0.6539748217272647,0.3723404255319149,0.30701754385964913,0.47297297297297297,0.5547866034380557,0.46511627906976744,0.43478260869565216,0.5,0.5835419847328244,0.4421768707482993,0.3987730061349693,0.4961832061068702,0.6553853754940713,0.4835164835164835,0.45517241379310347,0.515625,0.6034034705339928,0.35964912280701755,0.2751677852348993,0.5189873417721519,"[[0.00328947 0.95883508 0.48728132 0.50434551 0.11509029 0.5206096 ]
 [0.00328947 0.45390318 0.51811639 0.20151031 0.01466064 0.35108943]
 [0.21390398 0.43813613 0.38045772 0.19839095 0.41669634 0.43645294]
 ...
 [0.58813236 0.96789518 0.88080736 0.53922263 0.35925207 0.83428808]
 [0.00328947 0.13141251 0.51547637 0.12365779 0.21494568 0.52942412]
 [0.94109205 0.25379505 0.82360609 0.47446936 0.49778401 0.63138972]]"
SGD-hinge-1e5,14,0.6404594940942919,0.43012081535399777,0.4447513812154696,0.06299212598425197,0.35170603674540685,0.7474623535973229,0.3902439024390244,0.35294117647058826,0.43636363636363634,0.6428822959767585,0.3448275862068966,0.2713178294573643,0.47297297297297297,0.5828689982216954,0.4868035190615836,0.4129353233830846,0.5928571428571429,0.5662900763358779,0.4295774647887324,0.39869281045751637,0.46564885496183206,0.658102766798419,0.5333333333333333,0.46511627906976744,0.625,0.6451504736356778,0.39593908629441626,0.3305084745762712,0.4936708860759494,"[[0.3916912  0.78265921 0.8168576  0.41898164 0.50806564 0.26477816]
 [0.68677924 0.49197083 0.50403277 0.45459814 0.05710965 0.211096  ]
 [0.20225098 0.18092334 0.87065693 0.06814428 0.77556976 0.37427828]
 ...
 [0.26268523 0.94605968 0.52400507 0.13836645 0.63696358 0.34600366]
 [0.63935503 0.06898594 0.62546617 0.73348514 0.16532552 0.10636372]
 [0.94284543 0.7519073  0.56968502 0.12226237 0.83447101 0.52071634]]"
SGD-hinge-1e5,15,0.6435608373465227,0.42756899560325395,0.43319268635724334,0.06036745406824147,0.352580927384077,0.7776073619631902,0.42718446601941745,0.4583333333333333,0.4,0.6653974821727264,0.3923076923076923,0.27419354838709675,0.6891891891891891,0.5855364552459988,0.4605263157894737,0.4268292682926829,0.5,0.592030534351145,0.4589041095890411,0.4161490683229814,0.5114503816793893,0.634665266798419,0.47232472324723246,0.44755244755244755,0.5,0.6061279235476569,0.3541666666666667,0.3008849557522124,0.43037974683544306,"[[0.33746852 0.8627962  0.73497724 0.51625494 0.10438708 0.24485148]
 [0.72854997 0.56239798 0.73772392 0.20968633 0.28568219 0.13133697]
 [0.09413094 0.54381953 0.68385586 0.08543047 0.57998275 0.12542589]
 ...
 [0.72660485 0.99677419 0.25568638 0.417354   0.32510626 0.79271265]
 [0.00325733 0.57388765 0.42062436 0.13296425 0.04278321 0.41872383]
 [0.63116211 0.51812281 0.59101026 0.44112736 0.91805596 0.21287872]]"
SGD-hinge-1e5,16,0.6410322361241285,0.4370465669125804,0.44846796657381616,0.07874015748031496,0.3464566929133858,0.7606525376464026,0.4032258064516129,0.36231884057971014,0.45454545454545453,0.6499911964081345,0.3781094527363184,0.2992125984251969,0.5135135135135135,0.5525192649673977,0.48427672955974843,0.43258426966292135,0.55,0.5942595419847329,0.43389830508474575,0.3902439024390244,0.48854961832061067,0.6430335968379446,0.5306122448979592,0.46987951807228917,0.609375,0.6457372789001591,0.39215686274509803,0.32,0.5063291139240507,"[[0.00495184 0.98495924 0.40096503 0.74292231 0.37476799 0.10619577]
 [0.326774   0.88376929 0.59308962 0.71147816 0.00721094 0.4131757 ]
 [0.44922563 0.02008599 0.99241016 0.8055144  0.5171469  0.36617246]
 ...
 [0.49163863 0.97600732 0.73048063 0.27630447 0.48100944 0.84412045]
 [0.63457518 0.00327869 0.13989036 0.24740044 0.21801878 0.6425799 ]
 [0.49370284 0.36569056 0.37302773 0.56626768 0.83249387 0.5510036 ]]"
SGD-hinge-1e5,17,0.6421840295790792,0.4272933941312753,0.4283667621776504,0.06824146981627296,0.34908136482939633,0.8098717233686559,0.49056603773584906,0.5098039215686274,0.4727272727272727,0.6104850779117881,0.3333333333333333,0.25,0.5,0.5310017783046829,0.4107744107744108,0.3885350318471338,0.4357142857142857,0.6153435114503816,0.5144694533762058,0.4444444444444444,0.6106870229007634,0.6535326086956521,0.4701195219123506,0.4796747967479675,0.4609375,0.6328694777433146,0.3444976076555024,0.27692307692307694,0.45569620253164556,"[[0.07859134 0.88021286 0.552359   0.42574046 0.38848767 0.20713087]
 [0.62647876 0.67893205 0.9742097  0.53905549 0.03241742 0.09851783]
 [0.00428651 0.78680701 0.55144072 0.14230389 0.80169457 0.42285571]
 ...
 [0.47378132 0.97078289 0.75293302 0.40639939 0.03294293 0.45141583]
 [0.39048142 0.48313542 0.38171456 0.45016053 0.03506661 0.31492025]
 [0.91698766 0.52353552 0.31025397 0.59897201 0.92133255 0.15816294]]"
LinearSVC-C1,13,0.6645819530224714,0.45812610506474916,0.4649184975194897,0.07874015748031496,0.33027121609798776,0.811266034578918,0.4444444444444444,0.375,0.5454545454545454,0.6795492560964874,0.42328042328042326,0.34782608695652173,0.5405405405405406,0.5591286307053942,0.4720496894409938,0.4175824175824176,0.5428571428571428,0.618442748091603,0.4808362369337979,0.4423076923076923,0.5267175572519084,0.6762598814229248,0.5413533834586466,0.5217391304347826,0.5625,0.6428451672395004,0.3867924528301887,0.3082706766917293,0.5189873417721519,"[[0.11439058 0.9416528  0.79315533 0.5744313  0.09061366 0.34656273]
 [0.69663217 0.54857628 0.40599919 0.13566304 0.0197907  0.3497277 ]
 [0.36164349 0.63511631 0.73743716 0.0214344  0.26673637 0.46557748]
 ...
 [0.36287948 0.93395343 0.86838333 0.49525661 0.53857061 0.66987766]
 [0.52409044 0.35231974 0.53196987 0.02115464 0.29669211 0.49612377]
 [0.96803412 0.26332724 0.60606034 0.22777858 0.39760976 0.3236139 ]]"
LinearSVC-C1,14,0.669446279708016,0.44696284006094805,0.45288326300984527,0.07611548556430446,0.34033245844269466,0.8385387618516452,0.43902439024390244,0.39705882352941174,0.4909090909090909,0.6504974029403996,0.3939393939393939,0.31451612903225806,0.527027027027027,0.5807053941908713,0.47468354430379744,0.42613636363636365,0.5357142857142857,0.588824427480916,0.4631578947368421,0.42857142857142855,0.5038167938931297,0.6858633893280633,0.5092250922509225,0.4825174825174825,0.5390625,0.6722483024561992,0.4017467248908297,0.30666666666666664,0.5822784810126582,"[[0.03214432 0.86779387 0.86763861 0.5828623  0.28960539 0.23918592]
 [0.49211586 0.55447286 0.63895259 0.20316002 0.02171782 0.31922423]
 [0.29141137 0.37915863 0.84778414 0.10065028 0.76885546 0.67359154]
 ...
 [0.47065529 0.93418078 0.67183388 0.31367906 0.57256023 0.38323011]
 [0.38307164 0.2122308  0.30804673 0.60756349 0.07899638 0.28029244]
 [0.94643385 0.47890665 0.62931015 0.0892045  0.82282639 0.4021863 ]]"
LinearSVC-C1,15,0.6722152013300864,0.4506697678355614,0.4523121387283237,0.06824146981627296,0.331583552055993,0.8324037925264918,0.4827586206896552,0.45901639344262296,0.509090909090909,0.7082049476186284,0.4321608040201005,0.344,0.581081081081081,0.5787937166567871,0.4585987261146497,0.41379310344827586,0.5142857142857142,0.6118167938931298,0.4641638225255973,0.41975308641975306,0.5190839694656488,0.6713191699604744,0.5,0.49242424242424243,0.5078125,0.6307527873250064,0.36633663366336633,0.3008130081300813,0.46835443037974683,"[[0.24016387 0.89328677 0.91247903 0.52979554 0.04372067 0.14977649]
 [0.57149345 0.78770111 0.7304095  0.19050865 0.03055073 0.31466636]
 [0.30950791 0.41049002 0.90116955 0.13277435 0.42328635 0.37549488]
 ...
 [0.66611849 0.98451752 0.77250317 0.34055492 0.44245019 0.79078909]
 [0.37413632 0.48388846 0.25918913 0.07296358 0.12979026 0.66546879]
 [0.8636126  0.34013608 0.49385916 0.347565   0.81133716 0.3419451 ]]"
LinearSVC-C1,16,0.6721242567484479,0.4631040114649691,0.46770601336302897,0.08398950131233596,0.3136482939632546,0.8336865588399331,0.48,0.42857142857142855,0.5454545454545454,0.6609736772603222,0.4088397790055249,0.34579439252336447,0.5,0.5691908713692946,0.5079365079365079,0.45714285714285713,0.5714285714285714,0.6037862595419847,0.4148148148148148,0.4028776978417266,0.42748091603053434,0.6720911561264822,0.5384615384615384,0.5303030303030303,0.546875,0.69301701735267,0.42857142857142855,0.358974358974359,0.5316455696202531,"[[0.0660306  0.93971506 0.73344181 0.7298415  0.13282665 0.18239052]
 [0.60896309 0.70270906 0.54793364 0.41647401 0.0346903  0.49089285]
 [0.13682205 0.29351217 0.99388267 0.39675686 0.50786644 0.49515803]
 ...
 [0.48189408 0.99261127 0.71853661 0.43793377 0.53306721 0.81248624]
 [0.38243592 0.30035967 0.2771431  0.31963958 0.09478321 0.63956574]
 [0.89956972 0.32187136 0.62785953 0.35483327 0.82832603 0.39458784]]"
LinearSVC-C1,17,0.6676168069723918,0.45711840703134093,0.45548961424332346,0.08398950131233596,0.321084864391951,0.8379810373675404,0.528,0.4714285714285714,0.6,0.6408134518883705,0.37433155080213903,0.30973451327433627,0.47297297297297297,0.5263040901007706,0.39603960396039606,0.36809815950920244,0.42857142857142855,0.6400763358778625,0.5054151624548736,0.4794520547945205,0.5343511450381679,0.6740056818181819,0.5348837209302325,0.5307692307692308,0.5390625,0.6865202447816248,0.40404040404040403,0.33613445378151263,0.5063291139240507,"[[0.053987   0.94288266 0.69159636 0.50802015 0.24170792 0.16288517]
 [0.74507853 0.53409011 0.88134371 0.27248062 0.04707063 0.35450726]
 [0.51171931 0.67059976 0.5988147  0.06542226 0.7660902  0.40041802]
 ...
 [0.56296116 0.96085472 0.88517599 0.47084148 0.30342402 0.55965884]
 [0.38315636 0.45820312 0.45065367 0.2970342  0.11919032 0.59574179]
 [0.93250287 0.40467293 0.4130557  0.37066481 0.90958297 0.40569027]]"
LogReg-C1,13,0.6824556378121881,0.47074791719260894,0.47380410022779046,0.09973753280839895,0.3031496062992126,0.8315672058003346,0.4793388429752066,0.4393939393939394,0.5272727272727272,0.6898934765384278,0.4581005586592179,0.3904761904761905,0.5540540540540541,0.577548903378779,0.46153846153846156,0.4339622641509434,0.4928571428571429,0.6348396946564886,0.4892086330935252,0.46258503401360546,0.5190839694656488,0.6866662549407114,0.5254901960784314,0.5275590551181102,0.5234375,0.6742182915583871,0.41081081081081083,0.3584905660377358,0.4810126582278481,"[[0.11321886 0.94518316 0.77229826 0.59088161 0.12236083 0.27275313]
 [0.74781498 0.46751025 0.45727604 0.03527926 0.00715886 0.50151672]
 [0.45964151 0.63100386 0.87505607 0.0238587  0.28252376 0.59132865]
 ...
 [0.28446654 0.91404897 0.94750369 0.77415982 0.51124372 0.31643405]
 [0.58185026 0.46953921 0.47187751 0.10007447 0.20185947 0.59555348]
 [0.94755466 0.30060139 0.71754465 0.20901579 0.39101416 0.26555754]]"
LogReg-C1,14,0.6882255754710426,0.4741406256000508,0.48164464023494863,0.11548556430446194,0.3088363954505687,0.8431678750697155,0.47619047619047616,0.4225352112676056,0.5454545454545454,0.6772163042521349,0.4022346368715084,0.34285714285714286,0.4864864864864865,0.6063278008298755,0.5095541401273885,0.45977011494252873,0.5714285714285714,0.612824427480916,0.4748201438848921,0.4489795918367347,0.5038167938931297,0.6912672924901188,0.5387453874538746,0.5104895104895105,0.5703125,0.6985497527034956,0.44329896907216493,0.3739130434782609,0.5443037974683544,"[[0.04544383 0.89705008 0.82630866 0.58019288 0.21663655 0.20492679]
 [0.58963872 0.47103429 0.76905864 0.12399048 0.00862616 0.38740814]
 [0.44976168 0.39689549 0.84919953 0.13065436 0.7710454  0.68545319]
 ...
 [0.37565976 0.89169189 0.8451593  0.5440533  0.55690579 0.16991817]
 [0.47528712 0.37168141 0.29320598 0.5801753  0.0739622  0.44437569]
 [0.90914787 0.46391829 0.88560975 0.05363929 0.74401833 0.24977021]]"
LogReg-C1,15,0.6826702488352673,0.46947681031576943,0.4706766917293233,0.08923884514435695,0.3079615048118985,0.8316787506971556,0.4827586206896552,0.45901639344262296,0.509090909090909,0.7161721982568888,0.47058823529411764,0.3893805309734513,0.5945945945945946,0.579564315352697,0.4605263157894737,0.4268292682926829,0.5,0.6259847328244275,0.49469964664310956,0.4605263157894737,0.5343511450381679,0.6755496541501975,0.484375,0.484375,0.484375,0.6670718417302373,0.42391304347826086,0.37142857142857144,0.4936708860759494,"[[0.22026874 0.90696119 0.86328439 0.56963867 0.08352522 0.21685964]
 [0.61737339 0.65223963 0.69972306 0.173703   0.01721061 0.59589007]
 [0.39404446 0.48578337 0.94422791 0.0699516  0.40676332 0.45356585]
 ...
 [0.52861758 0.96281065 0.89492225 0.51115936 0.5836831  0.50873054]
 [0.56857807 0.55984059 0.26270711 0.17636564 0.13665176 0.64938809]
 [0.82439669 0.35783221 0.57038213 0.20024448 0.75629611 0.35453066]]"
LogReg-C1,16,0.6821121989404227,0.46739642841626966,0.4728385615914308,0.10761154855643044,0.3013998250218723,0.8333519241494701,0.4878048780487805,0.4411764705882353,0.5454545454545454,0.6781406813980103,0.4245810055865922,0.3619047619047619,0.5135135135135135,0.5851807943094249,0.49019607843137253,0.45180722891566266,0.5357142857142857,0.6027480916030534,0.45255474452554745,0.43356643356643354,0.4732824427480916,0.6786067193675891,0.546875,0.546875,0.546875,0.7146449828149887,0.40236686390532544,0.37777777777777777,0.43037974683544306,"[[0.06180549 0.94254928 0.71626141 0.74493845 0.12125437 0.16072529]
 [0.70965451 0.70341788 0.44137245 0.18417804 0.01396034 0.64686497]
 [0.15910841 0.26195354 0.98974057 0.27084152 0.52390452 0.54223561]
 ...
 [0.3336764  0.9638412  0.93630302 0.63826913 0.570691   0.43507444]
 [0.52075162 0.39872151 0.20141373 0.5502498  0.06867187 0.63067184]
 [0.86330859 0.3576671  0.73307692 0.1929614  0.77334911 0.2462844 ]]"
LogReg-C1,17,0.6811851235785055,0.4623486133269759,0.4609552691432904,0.10236220472440945,0.3110236220472441,0.8455103179029559,0.5151515151515151,0.44155844155844154,0.6181818181818182,0.6710097719869708,0.4,0.3541666666666667,0.4594594594594595,0.5394190871369295,0.4135593220338983,0.3935483870967742,0.4357142857142857,0.6401832061068702,0.4580152671755725,0.4580152671755725,0.4580152671755725,0.678313364624506,0.5274725274725275,0.496551724137931,0.5625,0.7126749937128007,0.45989304812834225,0.39814814814814814,0.5443037974683544,"[[0.09679249 0.95327649 0.68831768 0.49788917 0.21013578 0.14278619]
 [0.7565619  0.58018186 0.82891415 0.12646616 0.01311829 0.49597539]
 [0.47992808 0.5637219  0.60715877 0.08815325 0.74854215 0.50379763]
 ...
 [0.39547616 0.94813025 0.97487311 0.75272756 0.49990609 0.32286014]
 [0.53856473 0.5305578  0.23643981 0.24678055 0.07203773 0.66271831]
 [0.90326582 0.35467451 0.51412521 0.22500165 0.88429374 0.30035798]]"
Ridge-a1,13,0.6767605061780193,0.46882304426295457,0.4747991234477721,0.09186351706036745,0.31452318460192474,0.8176240936977134,0.45454545454545453,0.38961038961038963,0.5454545454545454,0.6927546438947089,0.4419889502762431,0.37383177570093457,0.5405405405405406,0.5678571428571428,0.4827586206896552,0.4301675977653631,0.55,0.6320916030534351,0.49640287769784175,0.46938775510204084,0.5267175572519084,0.6827445652173914,0.5214007782101168,0.5193798449612403,0.5234375,0.6674909883477241,0.4158415841584158,0.34146341463414637,0.5316455696202531,"[[0.06578832 0.93262186 0.81088846 0.55486014 0.08324958 0.26565097]
 [0.66394239 0.46891565 0.41566517 0.10352059 0.0147779  0.46483795]
 [0.43892696 0.57642285 0.81870833 0.01522826 0.2828868  0.51116193]
 ...
 [0.21835556 0.91762393 0.90980519 0.54285129 0.61602693 0.56467763]
 [0.42746374 0.41130502 0.48866205 0.03264171 0.21191614 0.61413851]
 [0.95934463 0.29261018 0.64765044 0.167526   0.343515   0.28022409]]"
Ridge-a1,14,0.6793586024846494,0.4646225053649193,0.4677769732078204,0.10236220472440945,0.3215223097112861,0.8426659230340212,0.48739495798319327,0.453125,0.5272727272727272,0.6708777181089883,0.4126984126984127,0.3391304347826087,0.527027027027027,0.5908417308832247,0.4774193548387097,0.43529411764705883,0.5285714285714286,0.6021068702290076,0.4693140794223827,0.4452054794520548,0.4961832061068702,0.6846899703557312,0.51985559566787,0.48322147651006714,0.5625,0.6849694022969235,0.42105263157894735,0.3384615384615385,0.5569620253164557,"[[0.02591303 0.86318329 0.86659961 0.58068246 0.2324353  0.11935537]
 [0.4503182  0.40303967 0.71310777 0.19287145 0.00754519 0.35681203]
 [0.475384   0.39780018 0.85853313 0.07434133 0.79006954 0.68427923]
 ...
 [0.36979592 0.90662174 0.72628029 0.33914027 0.59238202 0.30693481]
 [0.36767794 0.3265313  0.26190019 0.59704769 0.06146994 0.46189263]
 [0.94071577 0.477093   0.74072322 0.04402311 0.75429327 0.31886897]]"
