Verb,Accepted,AcceptedCount,AcceptedPattern,PrimaryDomain,OtherDomains,SoftAccepted,SoftAcceptedCount,SoftPattern,SoftPrimaryDomain,SoftOtherDomains,score_Kn,score_Cm,score_Ap,score_An,score_Sn,score_Ev,cal_score_Kn,thr_Kn,meets_thr_Kn,cal_score_Cm,thr_Cm,meets_thr_Cm,cal_score_Ap,thr_Ap,meets_thr_Ap,cal_score_An,thr_An,meets_thr_An,cal_score_Sn,thr_Sn,meets_thr_Sn,cal_score_Ev,thr_Ev,meets_thr_Ev,accept_Kn,accept_Cm,accept_Ap,accept_An,accept_Sn,accept_Ev
codify,True,1,000010,Sn,,True,1,000010,Sn,,0.065,0.223,0.304,0.279,0.958,0.241,0.064951,0.840314,0,0.223113,0.717277,0,0.304019,0.591623,0,0.279067,0.657068,0,0.958375,0.643979,1,0.240735,0.743455,0,0,0,0,0,1,0
coexist,True,3,011010,Sn,"Cm, Ap",True,3,011010,Sn,"Cm, Ap",0.188,0.727,0.665,0.348,0.762,0.229,0.188108,0.840314,0,0.727021,0.717277,1,0.665289,0.591623,1,0.347782,0.657068,0,0.762095,0.643979,1,0.229139,0.743455,0,0,1,1,0,1,0
cogitate,True,1,001000,Ap,,True,1,001000,Ap,,0.488,0.125,0.621,0.38,0.498,0.069,0.487874,0.840314,0,0.125285,0.717277,0,0.62093,0.591623,1,0.380134,0.657068,0,0.49837,0.643979,0,0.069041,0.743455,0,0,0,1,0,0,0
coincide,True,3,001110,Sn,"Ap, An",True,5,111110,Kn,"Cm, Ap, An, Sn",0.82,0.695,0.659,0.765,0.78,0.074,0.819541,0.840314,0,0.695483,0.717277,0,0.658783,0.591623,1,0.765224,0.657068,1,0.780297,0.643979,1,0.073776,0.743455,0,0,0,1,1,1,0
collapse,True,2,001010,Ap,Sn,True,4,001111,Ap,"An, Sn, Ev",0.47,0.11,0.754,0.651,0.723,0.693,0.469613,0.840314,0,0.109757,0.717277,0,0.754111,0.591623,1,0.651343,0.657068,0,0.72269,0.643979,1,0.693161,0.743455,0,0,0,1,0,1,0
collate,True,1,000010,Sn,,True,3,011010,Cm,"Ap, Sn",0.29,0.705,0.536,0.491,0.692,0.239,0.290416,0.840314,0,0.705394,0.717277,0,0.536454,0.591623,0,0.491403,0.657068,0,0.691731,0.643979,1,0.239368,0.743455,0,0,0,0,0,1,0
collide,True,1,010000,Cm,,True,3,011010,Cm,"Ap, Sn",0.381,0.798,0.57,0.342,0.6,0.28,0.381034,0.840314,0,0.797715,0.717277,1,0.569613,0.591623,0,0.341735,0.657068,0,0.59998,0.643979,0,0.28037,0.743455,0,0,1,0,0,0,0
collimate,True,1,000100,An,,True,1,000100,An,,0.199,0.562,0.194,0.736,0.521,0.233,0.199087,0.840314,0,0.561915,0.717277,0,0.193622,0.591623,0,0.735531,0.657068,1,0.521497,0.643979,0,0.232599,0.743455,0,0,0,0,1,0,0
collocate,True,1,001000,Ap,,True,3,011010,Cm,"Ap, Sn",0.129,0.706,0.599,0.181,0.563,0.182,0.129267,0.840314,0,0.706026,0.717277,0,0.599078,0.591623,1,0.18145,0.657068,0,0.562629,0.643979,0,0.181603,0.743455,0,0,0,1,0,0,0
colorize,False,0,000000,,,True,4,011110,Cm,"Ap, An, Sn",0.424,0.693,0.503,0.611,0.589,0.095,0.424487,0.840314,0,0.693101,0.717277,0,0.503109,0.591623,0,0.610526,0.657068,0,0.588955,0.643979,0,0.094904,0.743455,0,0,0,0,0,0,0
comb,True,1,001000,Ap,,True,3,101010,Ap,"Kn, Sn",0.807,0.178,0.823,0.076,0.565,0.011,0.806861,0.840314,0,0.178178,0.717277,0,0.823487,0.591623,1,0.075825,0.657068,0,0.565229,0.643979,0,0.010709,0.743455,0,0,0,1,0,0,0
combust,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.543,0.122,0.977,0.339,0.597,0.109,0.543496,0.840314,0,0.122402,0.717277,0,0.976859,0.591623,1,0.339363,0.657068,0,0.597208,0.643979,0,0.10939,0.743455,0,0,0,1,0,0,0
come,True,1,000100,An,,True,2,000101,An,Ev,0.666,0.49,0.42,0.797,0.324,0.65,0.665546,0.840314,0,0.490372,0.717277,0,0.419943,0.591623,0,0.796887,0.657068,1,0.323951,0.643979,0,0.649991,0.743455,0,0,0,0,1,0,0
commence,True,1,001000,Ap,,True,2,001100,Ap,An,0.705,0.46,0.883,0.671,0.542,0.314,0.704861,0.840314,0,0.45965,0.717277,0,0.883455,0.591623,1,0.671462,0.657068,1,0.542033,0.643979,0,0.313996,0.743455,0,0,0,1,0,0,0
commend,True,1,010000,Cm,,True,1,010000,Cm,,0.386,0.798,0.282,0.326,0.06,0.521,0.38577,0.840314,0,0.797511,0.717277,1,0.281583,0.591623,0,0.326489,0.657068,0,0.059602,0.643979,0,0.520768,0.743455,0,0,1,0,0,0,0
comment,True,1,010000,Cm,,True,2,010001,Cm,Ev,0.663,0.947,0.07,0.053,0.134,0.803,0.663489,0.840314,0,0.946854,0.717277,1,0.069957,0.591623,0,0.052615,0.657068,0,0.134247,0.643979,0,0.80288,0.743455,1,0,1,0,0,0,0
commercialize,True,1,001000,Ap,,True,1,001000,Ap,,0.064,0.403,0.915,0.409,0.513,0.136,0.064056,0.840314,0,0.403399,0.717277,0,0.915457,0.591623,1,0.409303,0.657068,0,0.512835,0.643979,0,0.13568,0.743455,0,0,0,1,0,0,0
commit,False,0,000000,,,True,1,001000,Ap,,0.642,0.097,0.567,0.383,0.157,0.387,0.641689,0.840314,0,0.097168,0.717277,0,0.567472,0.591623,0,0.383175,0.657068,0,0.156567,0.643979,0,0.386875,0.743455,0,0,0,0,0,0,0
commute,True,1,010000,Cm,,True,3,011010,Cm,"Ap, Sn",0.413,0.933,0.58,0.373,0.547,0.066,0.412988,0.840314,0,0.933293,0.717277,1,0.579647,0.591623,0,0.373218,0.657068,0,0.547418,0.643979,0,0.065758,0.743455,0,0,1,0,0,0,0
compartmentalize,True,1,000010,Sn,,True,2,000110,Sn,An,0.146,0.066,0.372,0.735,0.823,0.575,0.145558,0.840314,0,0.066076,0.717277,0,0.371684,0.591623,0,0.735459,0.657068,1,0.82307,0.643979,1,0.575483,0.743455,0,0,0,0,0,1,0
compel,True,2,001001,Ap,Ev,True,3,001101,Ap,"An, Ev",0.233,0.065,0.903,0.561,0.229,0.875,0.232891,0.840314,0,0.065297,0.717277,0,0.903374,0.591623,1,0.560974,0.657068,0,0.228591,0.643979,0,0.874913,0.743455,1,0,0,1,0,0,1
compensate,False,0,000000,,,False,0,000000,,,0.066,0.11,0.272,0.098,0.523,0.084,0.065885,0.840314,0,0.109793,0.717277,0,0.272371,0.591623,0,0.097933,0.657068,0,0.523258,0.643979,0,0.08405,0.743455,0,0,0,0,0,0,0
compete,True,1,001000,Ap,,True,5,011111,Ap,"Cm, An, Sn, Ev",0.615,0.728,0.976,0.75,0.708,0.671,0.614867,0.840314,0,0.727552,0.717277,1,0.976272,0.591623,1,0.750328,0.657068,1,0.708284,0.643979,1,0.670615,0.743455,0,0,0,1,0,0,0
complain,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.359,0.316,0.84,0.267,0.585,0.528,0.358526,0.840314,0,0.315606,0.717277,0,0.840189,0.591623,1,0.267431,0.657068,0,0.585191,0.643979,0,0.527828,0.743455,0,0,0,1,0,0,0
complement,True,1,000010,Sn,,True,1,000010,Sn,,0.248,0.195,0.2,0.015,0.762,0.319,0.247807,0.840314,0,0.195137,0.717277,0,0.199709,0.591623,0,0.015471,0.657068,0,0.761576,0.643979,1,0.318731,0.743455,0,0,0,0,0,1,0
complicate,True,1,010000,Cm,,True,2,010001,Cm,Ev,0.288,0.985,0.474,0.25,0.317,0.761,0.287656,0.840314,0,0.985417,0.717277,1,0.473671,0.591623,0,0.249743,0.657068,0,0.316985,0.643979,0,0.761169,0.743455,1,0,1,0,0,0,0
comprehend,True,1,010000,Cm,,True,3,111000,Cm,"Kn, Ap",0.728,0.743,0.507,0.409,0.375,0.182,0.728028,0.840314,0,0.743012,0.717277,1,0.506803,0.591623,0,0.409211,0.657068,0,0.374843,0.643979,0,0.181956,0.743455,0,0,1,0,0,0,0
compress,True,1,000010,Sn,,True,4,001111,Sn,"Ap, An, Ev",0.046,0.425,0.791,0.567,0.852,0.702,0.045715,0.840314,0,0.425112,0.717277,0,0.790744,0.591623,1,0.566612,0.657068,0,0.852202,0.643979,1,0.702244,0.743455,0,0,0,0,0,1,0
comprise,True,1,000010,Sn,,True,2,010010,Sn,Cm,0.308,0.647,0.364,0.232,0.716,0.513,0.308493,0.840314,0,0.647389,0.717277,0,0.363956,0.591623,0,0.232051,0.657068,0,0.716105,0.643979,1,0.512548,0.743455,0,0,0,0,0,1,0
compromise,True,1,000100,An,,True,2,000110,An,Sn,0.068,0.049,0.131,0.917,0.584,0.374,0.067971,0.840314,0,0.049449,0.717277,0,0.130643,0.591623,0,0.917322,0.657068,1,0.583817,0.643979,0,0.37372,0.743455,0,0,0,0,1,0,0
computerize,True,3,001110,Sn,"Ap, An",True,4,011110,Sn,"Cm, Ap, An",0.126,0.66,0.682,0.658,0.724,0.425,0.125701,0.840314,0,0.660231,0.717277,0,0.682079,0.591623,1,0.657744,0.657068,1,0.723967,0.643979,1,0.425316,0.743455,0,0,0,1,1,1,0
con,True,1,000001,Ev,,True,3,001101,Ev,"Ap, An",0.593,0.12,0.673,0.718,0.427,0.909,0.592711,0.840314,0,0.12046,0.717277,0,0.672866,0.591623,1,0.718136,0.657068,1,0.427133,0.643979,0,0.909374,0.743455,1,0,0,0,0,0,1
conceal,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.358,0.284,0.793,0.53,0.715,0.185,0.358395,0.840314,0,0.284,0.717277,0,0.793193,0.591623,1,0.529943,0.657068,0,0.715197,0.643979,1,0.185193,0.743455,0,0,0,1,0,0,0
conceive,True,1,000001,Ev,,True,3,100011,Ev,"Kn, Sn",0.734,0.078,0.228,0.042,0.715,0.797,0.73424,0.840314,0,0.077643,0.717277,0,0.228028,0.591623,0,0.041924,0.657068,0,0.714699,0.643979,1,0.796692,0.743455,1,0,0,0,0,0,1
concentrate,True,1,000100,An,,True,2,100100,An,Kn,0.753,0.133,0.094,0.822,0.224,0.244,0.753113,0.840314,0,0.132932,0.717277,0,0.094118,0.591623,0,0.822339,0.657068,1,0.223702,0.643979,0,0.243936,0.743455,0,0,0,0,1,0,0
conceptualize,True,1,010000,Cm,,True,2,010100,Cm,An,0.519,0.947,0.388,0.564,0.318,0.2,0.51886,0.840314,0,0.946535,0.717277,1,0.387551,0.591623,0,0.564386,0.657068,0,0.317842,0.643979,0,0.199549,0.743455,0,0,1,0,0,0,0
condense,True,2,001001,Ev,Ap,True,2,001001,Ev,Ap,0.145,0.473,0.756,0.429,0.513,0.812,0.144958,0.840314,0,0.473104,0.717277,0,0.755557,0.591623,1,0.429228,0.657068,0,0.512893,0.643979,0,0.811596,0.743455,1,0,0,1,0,0,1
conduce,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.031,0.09,0.978,0.554,0.659,0.221,0.030512,0.840314,0,0.090392,0.717277,0,0.978139,0.591623,1,0.553736,0.657068,0,0.65879,0.643979,1,0.220883,0.743455,0,0,0,1,0,0,0
confer,True,1,000010,Sn,,True,1,000010,Sn,,0.358,0.542,0.256,0.019,0.819,0.613,0.358345,0.840314,0,0.541604,0.717277,0,0.256332,0.591623,0,0.019292,0.657068,0,0.818581,0.643979,1,0.612706,0.743455,0,0,0,0,0,1,0
configure,True,1,000010,Sn,,True,3,001110,Sn,"Ap, An",0.017,0.049,0.64,0.655,0.944,0.471,0.016822,0.840314,0,0.049379,0.717277,0,0.639556,0.591623,1,0.655109,0.657068,0,0.944257,0.643979,1,0.471131,0.743455,0,0,0,0,0,1,0
confine,True,1,001000,Ap,,True,3,001011,Ap,"Sn, Ev",0.063,0.096,0.885,0.508,0.76,0.652,0.062595,0.840314,0,0.095747,0.717277,0,0.884982,0.591623,1,0.507827,0.657068,0,0.760279,0.643979,1,0.651831,0.743455,0,0,0,1,0,0,0
conform,True,1,001000,Ap,,True,3,001011,Ap,"Sn, Ev",0.066,0.066,0.784,0.423,0.66,0.715,0.066015,0.840314,0,0.06601,0.717277,0,0.78432,0.591623,1,0.422861,0.657068,0,0.659519,0.643979,1,0.714872,0.743455,0,0,0,1,0,0,0
confound,True,1,001000,Ap,,True,2,001100,Ap,An,0.26,0.257,0.771,0.706,0.377,0.257,0.259609,0.840314,0,0.257014,0.717277,0,0.771184,0.591623,1,0.706441,0.657068,1,0.377333,0.643979,0,0.25738,0.743455,0,0,0,1,0,0,0
confront,True,1,000100,An,,True,2,000110,An,Sn,0.544,0.421,0.5,0.803,0.619,0.282,0.543642,0.840314,0,0.421425,0.717277,0,0.499777,0.591623,0,0.802597,0.657068,1,0.618985,0.643979,0,0.281896,0.743455,0,0,0,0,1,0,0
confuse,True,3,011100,Cm,"Ap, An",True,3,011100,Cm,"Ap, An",0.657,0.85,0.666,0.799,0.473,0.438,0.656684,0.840314,0,0.849963,0.717277,1,0.666358,0.591623,1,0.798613,0.657068,1,0.473257,0.643979,0,0.438042,0.743455,0,0,1,1,1,0,0
congest,True,1,001000,Ap,,True,1,001000,Ap,,0.489,0.501,0.747,0.148,0.527,0.615,0.488593,0.840314,0,0.501374,0.717277,0,0.746541,0.591623,1,0.147678,0.657068,0,0.527257,0.643979,0,0.614934,0.743455,0,0,0,1,0,0,0
congregate,True,1,000010,Sn,,True,2,100010,Sn,Kn,0.786,0.313,0.218,0.065,0.802,0.133,0.785977,0.840314,0,0.313195,0.717277,0,0.21757,0.591623,0,0.065038,0.657068,0,0.802302,0.643979,1,0.133339,0.743455,0,0,0,0,0,1,0
conjoin,False,0,000000,,,True,1,000010,Sn,,0.444,0.11,0.239,0.034,0.565,0.293,0.444282,0.840314,0,0.109583,0.717277,0,0.238857,0.591623,0,0.034017,0.657068,0,0.564591,0.643979,0,0.293448,0.743455,0,0,0,0,0,0,0
conjugate,True,1,001000,Ap,,True,1,001000,Ap,,0.064,0.273,0.859,0.212,0.342,0.295,0.063621,0.840314,0,0.273412,0.717277,0,0.859191,0.591623,1,0.212497,0.657068,0,0.342302,0.643979,0,0.294822,0.743455,0,0,0,1,0,0,0
conjure,True,2,001010,Ap,Sn,True,2,001010,Ap,Sn,0.467,0.107,0.756,0.091,0.706,0.459,0.466793,0.840314,0,0.107398,0.717277,0,0.755662,0.591623,1,0.091055,0.657068,0,0.706267,0.643979,1,0.459302,0.743455,0,0,0,1,0,1,0
connote,True,1,010000,Cm,,True,2,011000,Cm,Ap,0.426,0.902,0.667,0.051,0.135,0.621,0.425922,0.840314,0,0.901965,0.717277,1,0.667045,0.591623,1,0.051013,0.657068,0,0.134639,0.643979,0,0.620835,0.743455,0,0,1,0,0,0,0
conserve,True,2,001001,Ap,Ev,True,2,001001,Ap,Ev,0.202,0.224,0.905,0.333,0.129,0.867,0.201806,0.840314,0,0.223731,0.717277,0,0.905189,0.591623,1,0.332659,0.657068,0,0.12897,0.643979,0,0.867392,0.743455,1,0,0,1,0,0,1
consist,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.474,0.139,0.55,0.209,0.802,0.213,0.473988,0.840314,0,0.138732,0.717277,0,0.550079,0.591623,0,0.208964,0.657068,0,0.80201,0.643979,1,0.213199,0.743455,0,0,0,0,0,1,0
constitute,True,1,000010,Sn,,True,5,110111,Sn,"Kn, Cm, An, Ev",0.746,0.751,0.056,0.585,0.885,0.673,0.746264,0.840314,0,0.75149,0.717277,1,0.056096,0.591623,0,0.584523,0.657068,0,0.885375,0.643979,1,0.672553,0.743455,0,0,0,0,0,1,0
constrain,True,3,001101,Ev,"Ap, An",True,3,001101,Ev,"Ap, An",0.154,0.02,0.839,0.893,0.547,0.94,0.153665,0.840314,0,0.020445,0.717277,0,0.838869,0.591623,1,0.89323,0.657068,1,0.546771,0.643979,0,0.940066,0.743455,1,0,0,1,1,0,1
constrict,True,1,001000,Ap,,True,2,001100,Ap,An,0.09,0.098,0.975,0.632,0.307,0.315,0.089788,0.840314,0,0.097785,0.717277,0,0.974828,0.591623,1,0.631618,0.657068,0,0.30677,0.643979,0,0.315417,0.743455,0,0,0,1,0,0,0
construe,False,0,000000,,,True,2,001010,Sn,Ap,0.068,0.442,0.55,0.529,0.601,0.478,0.067957,0.840314,0,0.441565,0.717277,0,0.550454,0.591623,0,0.529339,0.657068,0,0.601438,0.643979,0,0.477569,0.743455,0,0,0,0,0,0,0
consume,True,1,001000,Ap,,True,3,101100,Ap,"Kn, An",0.873,0.108,0.977,0.8,0.054,0.085,0.872507,0.840314,1,0.108465,0.717277,0,0.976719,0.591623,1,0.7997,0.657068,1,0.054189,0.643979,0,0.084984,0.743455,0,0,0,1,0,0,0
contain,True,2,001010,Sn,Ap,True,3,101010,Kn,"Ap, Sn",0.729,0.315,0.651,0.181,0.705,0.594,0.728792,0.840314,0,0.314736,0.717277,0,0.650976,0.591623,1,0.18131,0.657068,0,0.704605,0.643979,1,0.593909,0.743455,0,0,0,1,0,1,0
containerize,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.057,0.217,0.359,0.456,0.783,0.693,0.057448,0.840314,0,0.216843,0.717277,0,0.358754,0.591623,0,0.455538,0.657068,0,0.782864,0.643979,1,0.693356,0.743455,0,0,0,0,0,1,0
contaminate,True,1,001000,Ap,,True,2,001100,Ap,An,0.042,0.025,0.995,0.842,0.04,0.216,0.042316,0.840314,0,0.025067,0.717277,0,0.995052,0.591623,1,0.8415,0.657068,1,0.040417,0.643979,0,0.216195,0.743455,0,0,0,1,0,0,0
contemplate,True,1,100000,Kn,,True,3,100110,Kn,"An, Sn",0.888,0.044,0.499,0.827,0.72,0.246,0.8877,0.840314,1,0.043602,0.717277,0,0.498705,0.591623,0,0.827252,0.657068,1,0.719811,0.643979,1,0.246034,0.743455,0,1,0,0,0,0,0
contend,True,4,001111,Ev,"Ap, An, Sn",True,4,001111,Ev,"Ap, An, Sn",0.38,0.113,0.793,0.744,0.724,0.817,0.379587,0.840314,0,0.113206,0.717277,0,0.792631,0.591623,1,0.744141,0.657068,1,0.723674,0.643979,1,0.816899,0.743455,1,0,0,1,1,1,1
continue,True,1,001000,Ap,,True,4,111100,Ap,"Kn, Cm, An",0.855,0.655,0.935,0.631,0.039,0.411,0.85533,0.840314,1,0.655162,0.717277,0,0.934566,0.591623,1,0.631128,0.657068,0,0.038921,0.643979,0,0.410931,0.743455,0,0,0,1,0,0,0
contradict,True,1,001000,Ap,,True,4,001111,Ap,"An, Sn, Ev",0.235,0.436,0.895,0.786,0.607,0.79,0.234869,0.840314,0,0.435924,0.717277,0,0.895294,0.591623,1,0.785712,0.657068,1,0.606929,0.643979,0,0.789718,0.743455,1,0,0,1,0,0,0
contrive,False,0,000000,,,True,1,000001,Ev,,0.233,0.01,0.481,0.45,0.439,0.725,0.23322,0.840314,0,0.00958,0.717277,0,0.48058,0.591623,0,0.449813,0.657068,0,0.438593,0.643979,0,0.724977,0.743455,0,0,0,0,0,0,0
convect,True,1,001000,Ap,,True,2,001100,Ap,An,0.064,0.499,0.86,0.56,0.447,0.416,0.0636,0.840314,0,0.499373,0.717277,0,0.859583,0.591623,1,0.559883,0.657068,0,0.447012,0.643979,0,0.415945,0.743455,0,0,0,1,0,0,0
convene,True,1,000010,Sn,,True,1,000010,Sn,,0.413,0.14,0.381,0.265,0.856,0.486,0.412544,0.840314,0,0.140304,0.717277,0,0.381183,0.591623,0,0.265412,0.657068,0,0.855636,0.643979,1,0.486075,0.743455,0,0,0,0,0,1,0
converge,True,1,000001,Ev,,True,2,000011,Ev,Sn,0.66,0.114,0.359,0.469,0.581,0.761,0.660294,0.840314,0,0.113582,0.717277,0,0.359288,0.591623,0,0.468881,0.657068,0,0.581414,0.643979,0,0.760534,0.743455,1,0,0,0,0,0,1
convolve,False,0,000000,,,True,2,011000,Cm,Ap,0.184,0.648,0.55,0.098,0.456,0.24,0.183686,0.840314,0,0.647861,0.717277,0,0.550312,0.591623,0,0.098405,0.657068,0,0.456411,0.643979,0,0.239536,0.743455,0,0,0,0,0,0,0
cook,True,1,000010,Sn,,True,3,001110,Sn,"Ap, An",0.412,0.095,0.765,0.83,0.921,0.52,0.411854,0.840314,0,0.095473,0.717277,0,0.764575,0.591623,1,0.829638,0.657068,1,0.921168,0.643979,1,0.519705,0.743455,0,0,0,0,0,1,0
cooperate,True,1,000010,Sn,,True,1,000010,Sn,,0.207,0.488,0.366,0.049,0.815,0.019,0.206867,0.840314,0,0.487567,0.717277,0,0.36641,0.591623,0,0.049113,0.657068,0,0.815091,0.643979,1,0.018896,0.743455,0,0,0,0,0,1,0
corner,True,1,010000,Cm,,True,1,010000,Cm,,0.598,0.799,0.164,0.517,0.059,0.247,0.597529,0.840314,0,0.7993,0.717277,1,0.163765,0.591623,0,0.516643,0.657068,0,0.058669,0.643979,0,0.246526,0.743455,0,0,1,0,0,0,0
correct,True,1,001000,Ap,,True,1,001000,Ap,,0.47,0.081,0.706,0.229,0.318,0.239,0.469515,0.840314,0,0.081127,0.717277,0,0.705917,0.591623,1,0.228927,0.657068,0,0.317812,0.643979,0,0.238599,0.743455,0,0,0,1,0,0,0
corrode,True,1,001000,Ap,,True,2,001100,Ap,An,0.335,0.109,0.988,0.897,0.005,0.477,0.334695,0.840314,0,0.109458,0.717277,0,0.98793,0.591623,1,0.896875,0.657068,1,0.004636,0.643979,0,0.477353,0.743455,0,0,0,1,0,0,0
counteract,True,1,001000,Ap,,True,1,001000,Ap,,0.215,0.07,0.904,0.142,0.407,0.329,0.215054,0.840314,0,0.070442,0.717277,0,0.904192,0.591623,1,0.141699,0.657068,0,0.406708,0.643979,0,0.329383,0.743455,0,0,0,1,0,0,0
counterbalance,True,1,000001,Ev,,True,2,000011,Ev,Sn,0.17,0.042,0.252,0.105,0.601,0.813,0.17022,0.840314,0,0.041797,0.717277,0,0.252042,0.591623,0,0.104767,0.657068,0,0.601155,0.643979,0,0.813216,0.743455,1,0,0,0,0,0,1
cover,True,1,100000,Kn,,True,2,110000,Kn,Cm,0.859,0.765,0.425,0.364,0.106,0.216,0.859234,0.840314,1,0.764835,0.717277,1,0.425338,0.591623,0,0.364475,0.657068,0,0.106242,0.643979,0,0.216393,0.743455,0,1,0,0,0,0,0
crack,True,1,000100,An,,True,2,000101,An,Ev,0.247,0.009,0.424,0.898,0.432,0.804,0.247437,0.840314,0,0.009354,0.717277,0,0.42356,0.591623,0,0.897701,0.657068,1,0.432041,0.643979,0,0.803522,0.743455,1,0,0,0,1,0,0
crawl,True,3,101100,An,"Kn, Ap",True,3,101100,An,"Kn, Ap",0.887,0.084,0.728,0.914,0.034,0.058,0.887458,0.840314,1,0.084408,0.717277,0,0.727617,0.591623,1,0.913576,0.657068,1,0.034263,0.643979,0,0.058267,0.743455,0,1,0,1,1,0,0
creep,False,0,000000,,,True,1,000100,An,,0.71,0.461,0.429,0.618,0.016,0.016,0.710482,0.840314,0,0.461249,0.717277,0,0.429424,0.591623,0,0.617669,0.657068,0,0.015773,0.643979,0,0.016482,0.743455,0,0,0,0,0,0,0
crowd,False,0,000000,,,True,2,100001,Kn,Ev,0.753,0.562,0.464,0.391,0.396,0.657,0.75278,0.840314,0,0.562104,0.717277,0,0.463892,0.591623,0,0.390788,0.657068,0,0.395769,0.643979,0,0.656767,0.743455,0,0,0,0,0,0,0
crumble,True,1,000100,An,,True,2,000101,An,Ev,0.258,0.34,0.456,0.906,0.439,0.723,0.257937,0.840314,0,0.340142,0.717277,0,0.456049,0.591623,0,0.905805,0.657068,1,0.439192,0.643979,0,0.72309,0.743455,0,0,0,0,1,0,0
crumple,True,1,000100,An,,True,3,010110,An,"Cm, Sn",0.411,0.744,0.306,0.965,0.551,0.224,0.411052,0.840314,0,0.744207,0.717277,1,0.3059,0.591623,0,0.965317,0.657068,1,0.550502,0.643979,0,0.22422,0.743455,0,0,0,0,1,0,0
crush,True,1,100000,Kn,,True,2,110000,Kn,Cm,0.977,0.625,0.218,0.341,0.162,0.479,0.977127,0.840314,1,0.62509,0.717277,0,0.218082,0.591623,0,0.341269,0.657068,0,0.162106,0.643979,0,0.478997,0.743455,0,1,0,0,0,0,0
cry,True,1,000100,An,,True,2,100100,Kn,An,0.765,0.151,0.425,0.759,0.428,0.399,0.764788,0.840314,0,0.151108,0.717277,0,0.425249,0.591623,0,0.759042,0.657068,1,0.427817,0.643979,0,0.399402,0.743455,0,0,0,0,1,0,0
crystallize,True,1,000100,An,,True,1,000100,An,,0.134,0.557,0.169,0.749,0.467,0.244,0.134133,0.840314,0,0.556849,0.717277,0,0.168792,0.591623,0,0.748725,0.657068,1,0.467357,0.643979,0,0.244218,0.743455,0,0,0,0,1,0,0
cull,True,1,000100,An,,True,2,001100,An,Ap,0.673,0.33,0.832,0.959,0.019,0.601,0.672726,0.840314,0,0.329518,0.717277,0,0.831554,0.591623,1,0.959464,0.657068,1,0.018676,0.643979,0,0.600666,0.743455,0,0,0,0,1,0,0
culminate,True,1,000100,An,,True,1,000100,An,,0.71,0.577,0.282,0.714,0.056,0.181,0.710119,0.840314,0,0.576664,0.717277,0,0.281613,0.591623,0,0.714133,0.657068,1,0.056183,0.643979,0,0.181248,0.743455,0,0,0,0,1,0,0
curtail,True,1,001000,Ap,,True,2,001100,Ap,An,0.134,0.053,0.703,0.619,0.47,0.372,0.134088,0.840314,0,0.05332,0.717277,0,0.703144,0.591623,1,0.618546,0.657068,0,0.470007,0.643979,0,0.372402,0.743455,0,0,0,1,0,0,0
cuss,True,1,001000,Ap,,True,1,001000,Ap,,0.321,0.219,0.966,0.469,0.241,0.404,0.321212,0.840314,0,0.219155,0.717277,0,0.965839,0.591623,1,0.469029,0.657068,0,0.240518,0.643979,0,0.40423,0.743455,0,0,0,1,0,0,0
cut,True,1,000100,An,,True,2,001100,An,Ap,0.489,0.394,0.767,0.873,0.025,0.519,0.489447,0.840314,0,0.394259,0.717277,0,0.766856,0.591623,1,0.872522,0.657068,1,0.024716,0.643979,0,0.518622,0.743455,0,0,0,0,1,0,0
damage,True,1,001000,Ap,,True,1,001000,Ap,,0.078,0.404,0.973,0.137,0.092,0.477,0.078425,0.840314,0,0.403993,0.717277,0,0.973042,0.591623,1,0.136903,0.657068,0,0.092347,0.643979,0,0.476718,0.743455,0,0,0,1,0,0,0
damp,True,2,011000,Cm,Ap,True,2,011000,Cm,Ap,0.326,0.752,0.706,0.176,0.059,0.244,0.32561,0.840314,0,0.7523,0.717277,1,0.706459,0.591623,1,0.175577,0.657068,0,0.059328,0.643979,0,0.244141,0.743455,0,0,1,1,0,0,0
dangle,True,1,000100,An,,True,2,001100,An,Ap,0.528,0.02,0.517,0.911,0.054,0.478,0.528327,0.840314,0,0.020273,0.717277,0,0.517201,0.591623,0,0.910545,0.657068,1,0.053583,0.643979,0,0.477861,0.743455,0,0,0,0,1,0,0
dare,True,1,001000,Ap,,True,2,001001,Ap,Ev,0.602,0.016,0.774,0.513,0.092,0.695,0.601825,0.840314,0,0.015572,0.717277,0,0.774475,0.591623,1,0.513146,0.657068,0,0.092209,0.643979,0,0.695241,0.743455,0,0,0,1,0,0,0
darken,True,1,001000,Ap,,True,1,001000,Ap,,0.32,0.131,0.896,0.23,0.374,0.149,0.32,0.840314,0,0.131036,0.717277,0,0.895647,0.591623,1,0.230096,0.657068,0,0.374262,0.643979,0,0.148552,0.743455,0,0,0,1,0,0,0
de-emphasize,True,1,000100,An,,True,3,011100,Cm,"Ap, An",0.128,0.671,0.521,0.658,0.021,0.072,0.128349,0.840314,0,0.670744,0.717277,0,0.520527,0.591623,0,0.657715,0.657068,1,0.020944,0.643979,0,0.072366,0.743455,0,0,0,0,1,0,0
