Verb,Accepted,AcceptedCount,AcceptedPattern,PrimaryDomain,OtherDomains,SoftAccepted,SoftAcceptedCount,SoftPattern,SoftPrimaryDomain,SoftOtherDomains,score_Kn,score_Cm,score_Ap,score_An,score_Sn,score_Ev,cal_score_Kn,thr_Kn,meets_thr_Kn,cal_score_Cm,thr_Cm,meets_thr_Cm,cal_score_Ap,thr_Ap,meets_thr_Ap,cal_score_An,thr_An,meets_thr_An,cal_score_Sn,thr_Sn,meets_thr_Sn,cal_score_Ev,thr_Ev,meets_thr_Ev,accept_Kn,accept_Cm,accept_Ap,accept_An,accept_Sn,accept_Ev
locomote,True,1,000100,An,,True,1,000100,An,,0.188,0.534,0.38,0.915,0.312,0.109,0.188156,0.840314,0,0.533942,0.717277,0,0.380144,0.591623,0,0.914874,0.657068,1,0.312337,0.643979,0,0.108724,0.743455,0,0,0,0,1,0,0
look,True,1,100000,Kn,,True,2,100100,Kn,An,0.986,0.57,0.193,0.917,0.047,0.044,0.986456,0.840314,1,0.5702,0.717277,0,0.192709,0.591623,0,0.916888,0.657068,1,0.046999,0.643979,0,0.04375,0.743455,0,1,0,0,0,0,0
loosen,True,1,001000,Ap,,True,2,001100,Ap,An,0.176,0.022,0.977,0.824,0.288,0.604,0.176257,0.840314,0,0.021933,0.717277,0,0.977114,0.591623,1,0.823517,0.657068,1,0.288328,0.643979,0,0.604358,0.743455,0,0,0,1,0,0,0
lose,True,1,001000,Ap,,True,4,111001,Ap,"Kn, Cm, Ev",0.87,0.751,0.988,0.341,0.225,0.924,0.870349,0.840314,1,0.751144,0.717277,1,0.987608,0.591623,1,0.340523,0.657068,0,0.224769,0.643979,0,0.924089,0.743455,1,0,0,1,0,0,0
love,True,1,100000,Kn,,True,3,110001,Kn,"Cm, Ev",0.901,0.752,0.018,0.134,0.393,0.692,0.900665,0.840314,1,0.751615,0.717277,1,0.017511,0.591623,0,0.13423,0.657068,0,0.393178,0.643979,0,0.692283,0.743455,0,1,0,0,0,0,0
lubricate,False,0,000000,,,False,0,000000,,,0.045,0.248,0.344,0.326,0.228,0.582,0.044653,0.840314,0,0.247571,0.717277,0,0.343503,0.591623,0,0.325601,0.657068,0,0.22754,0.643979,0,0.581532,0.743455,0,0,0,0,0,0,0
lure,True,1,100000,Kn,,True,1,100000,Kn,,0.889,0.5,0.312,0.384,0.014,0.182,0.888821,0.840314,1,0.49958,0.717277,0,0.311573,0.591623,0,0.383809,0.657068,0,0.013514,0.643979,0,0.182473,0.743455,0,1,0,0,0,0,0
lustrate,False,0,000000,,,False,0,000000,,,0.408,0.021,0.305,0.203,0.004,0.558,0.40805,0.840314,0,0.02099,0.717277,0,0.305216,0.591623,0,0.202587,0.657068,0,0.004487,0.643979,0,0.557995,0.743455,0,0,0,0,0,0,0
magnetize,True,1,001000,Ap,,True,1,001000,Ap,,0.346,0.415,0.795,0.317,0.016,0.484,0.346417,0.840314,0,0.415174,0.717277,0,0.794626,0.591623,1,0.317285,0.657068,0,0.016283,0.643979,0,0.48411,0.743455,0,0,0,1,0,0,0
magnify,False,0,000000,,,True,1,010000,Cm,,0.356,0.709,0.181,0.517,0.381,0.443,0.356417,0.840314,0,0.709356,0.717277,0,0.181169,0.591623,0,0.516891,0.657068,0,0.380991,0.643979,0,0.44337,0.743455,0,0,0,0,0,0,0
mandate,True,1,000010,Sn,,True,2,000110,Sn,An,0.242,0.025,0.392,0.602,0.723,0.414,0.24228,0.840314,0,0.02494,0.717277,0,0.392475,0.591623,0,0.602287,0.657068,0,0.723121,0.643979,1,0.413571,0.743455,0,0,0,0,0,1,0
manifest,False,0,000000,,,True,1,000100,An,,0.128,0.286,0.373,0.651,0.315,0.105,0.128319,0.840314,0,0.285967,0.717277,0,0.372514,0.591623,0,0.651072,0.657068,0,0.315212,0.643979,0,0.104893,0.743455,0,0,0,0,0,0,0
manufacture,True,1,001000,Ap,,True,2,001001,Ap,Ev,0.268,0.477,0.896,0.389,0.22,0.778,0.268469,0.840314,0,0.476901,0.717277,0,0.895977,0.591623,1,0.388604,0.657068,0,0.219938,0.643979,0,0.777798,0.743455,1,0,0,1,0,0,0
map,True,1,010000,Cm,,True,3,111000,Cm,"Kn, Ap",0.753,0.932,0.596,0.063,0.02,0.069,0.753121,0.840314,0,0.932389,0.717277,1,0.595933,0.591623,1,0.062645,0.657068,0,0.019875,0.643979,0,0.069148,0.743455,0,0,1,0,0,0,0
marginalize,True,1,010000,Cm,,True,2,011000,Cm,Ap,0.094,0.926,0.509,0.217,0.533,0.144,0.093578,0.840314,0,0.925753,0.717277,1,0.509219,0.591623,0,0.216976,0.657068,0,0.532698,0.643979,0,0.143731,0.743455,0,0,1,0,0,0,0
marry,True,2,100001,Kn,Ev,True,2,100001,Kn,Ev,0.945,0.404,0.148,0.268,0.462,0.911,0.945319,0.840314,1,0.403766,0.717277,0,0.147733,0.591623,0,0.268459,0.657068,0,0.461744,0.643979,0,0.910578,0.743455,1,1,0,0,0,0,1
marvel,False,0,000000,,,True,2,000011,Ev,Sn,0.067,0.443,0.394,0.513,0.586,0.685,0.06687,0.840314,0,0.442932,0.717277,0,0.394186,0.591623,0,0.513391,0.657068,0,0.586365,0.643979,0,0.68479,0.743455,0,0,0,0,0,0,0
mat,False,0,000000,,,True,1,010000,Cm,,0.695,0.63,0.13,0.526,0.164,0.526,0.694969,0.840314,0,0.630398,0.717277,0,0.130052,0.591623,0,0.526468,0.657068,0,0.163521,0.643979,0,0.526283,0.743455,0,0,0,0,0,0,0
mate,True,1,000001,Ev,,True,2,001001,Ev,Ap,0.527,0.417,0.614,0.488,0.092,0.79,0.527498,0.840314,0,0.416645,0.717277,0,0.61378,0.591623,1,0.488357,0.657068,0,0.09183,0.643979,0,0.790238,0.743455,1,0,0,0,0,0,1
materialize,False,0,000000,,,True,1,010000,Cm,,0.358,0.671,0.434,0.445,0.425,0.182,0.357974,0.840314,0,0.670621,0.717277,0,0.434315,0.591623,0,0.44522,0.657068,0,0.424965,0.643979,0,0.18176,0.743455,0,0,0,0,0,0,0
matter,True,2,010010,Cm,Sn,True,2,010010,Cm,Sn,0.488,0.853,0.197,0.223,0.814,0.315,0.48839,0.840314,0,0.853259,0.717277,1,0.196917,0.591623,0,0.222615,0.657068,0,0.814424,0.643979,1,0.314574,0.743455,0,0,1,0,0,1,0
mean,True,1,100000,Kn,,True,4,110101,Kn,"Cm, An, Ev",0.946,0.682,0.357,0.802,0.274,0.686,0.946327,0.840314,1,0.681693,0.717277,0,0.357259,0.591623,0,0.801858,0.657068,1,0.273594,0.643979,0,0.686348,0.743455,0,1,0,0,0,0,0
mechanize,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.09,0.098,0.904,0.108,0.67,0.312,0.089677,0.840314,0,0.09809,0.717277,0,0.90358,0.591623,1,0.107715,0.657068,0,0.6697,0.643979,1,0.311672,0.743455,0,0,0,1,0,0,0
melt,True,1,000100,An,,True,2,000101,An,Ev,0.445,0.583,0.314,0.987,0.209,0.669,0.444726,0.840314,0,0.583447,0.717277,0,0.31375,0.591623,0,0.986921,0.657068,1,0.209078,0.643979,0,0.668956,0.743455,0,0,0,0,1,0,0
mend,False,0,000000,,,True,2,100001,Kn,Ev,0.784,0.286,0.067,0.163,0.084,0.64,0.78376,0.840314,0,0.285819,0.717277,0,0.067352,0.591623,0,0.163145,0.657068,0,0.083698,0.643979,0,0.64013,0.743455,0,0,0,0,0,0,0
mention,True,2,110000,Kn,Cm,True,2,110000,Kn,Cm,0.986,0.963,0.07,0.007,0.125,0.018,0.986438,0.840314,1,0.962882,0.717277,1,0.070409,0.591623,0,0.007255,0.657068,0,0.125317,0.643979,0,0.018063,0.743455,0,1,1,0,0,0,0
mentor,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.282,0.194,0.613,0.408,0.815,0.56,0.28202,0.840314,0,0.194374,0.717277,0,0.612991,0.591623,1,0.408316,0.657068,0,0.814514,0.643979,1,0.560059,0.743455,0,0,0,0,0,1,0
merge,True,1,000010,Sn,,True,1,000010,Sn,,0.471,0.536,0.313,0.333,0.704,0.548,0.47114,0.840314,0,0.53589,0.717277,0,0.313168,0.591623,0,0.332764,0.657068,0,0.703681,0.643979,1,0.548189,0.743455,0,0,0,0,0,1,0
metabolize,True,1,000100,An,,True,2,000101,An,Ev,0.263,0.051,0.224,0.832,0.357,0.771,0.263499,0.840314,0,0.051158,0.717277,0,0.22386,0.591623,0,0.832043,0.657068,1,0.356959,0.643979,0,0.770835,0.743455,1,0,0,0,1,0,0
migrate,True,1,001000,Ap,,True,3,011001,Ap,"Cm, Ev",0.263,0.706,0.747,0.433,0.468,0.719,0.263206,0.840314,0,0.705676,0.717277,0,0.74696,0.591623,1,0.433294,0.657068,0,0.46817,0.643979,0,0.718755,0.743455,0,0,0,1,0,0,0
mimic,True,1,001000,Ap,,True,2,101000,Ap,Kn,0.843,0.306,0.955,0.093,0.347,0.041,0.843437,0.840314,1,0.306497,0.717277,0,0.955133,0.591623,1,0.092558,0.657068,0,0.34745,0.643979,0,0.040664,0.743455,0,0,0,1,0,0,0
mingle,False,0,000000,,,True,2,110000,Kn,Cm,0.729,0.625,0.225,0.131,0.341,0.244,0.72918,0.840314,0,0.624581,0.717277,0,0.225285,0.591623,0,0.13094,0.657068,0,0.341152,0.643979,0,0.244115,0.743455,0,0,0,0,0,0,0
miniaturize,True,2,001010,Ap,Sn,True,3,001110,Ap,"An, Sn",0.044,0.117,0.702,0.655,0.668,0.269,0.043582,0.840314,0,0.117009,0.717277,0,0.702002,0.591623,1,0.65505,0.657068,0,0.668485,0.643979,1,0.268889,0.743455,0,0,0,1,0,1,0
misalign,True,1,000100,An,,True,2,000101,An,Ev,0.645,0.218,0.119,0.828,0.258,0.764,0.644644,0.840314,0,0.217952,0.717277,0,0.11904,0.591623,0,0.828351,0.657068,1,0.257815,0.643979,0,0.763861,0.743455,1,0,0,0,1,0,0
misidentify,True,1,000010,Sn,,True,2,000110,Sn,An,0.633,0.479,0.223,0.561,0.662,0.112,0.633226,0.840314,0,0.479426,0.717277,0,0.22321,0.591623,0,0.560623,0.657068,0,0.661987,0.643979,1,0.112198,0.743455,0,0,0,0,0,1,0
misjudge,True,1,000001,Ev,,True,1,000001,Ev,,0.525,0.467,0.057,0.381,0.44,0.976,0.525437,0.840314,0,0.467144,0.717277,0,0.056717,0.591623,0,0.381439,0.657068,0,0.439519,0.643979,0,0.976269,0.743455,1,0,0,0,0,0,1
mislead,False,0,000000,,,True,1,000001,Ev,,0.173,0.334,0.226,0.287,0.358,0.665,0.173388,0.840314,0,0.333834,0.717277,0,0.226182,0.591623,0,0.286839,0.657068,0,0.357671,0.643979,0,0.664902,0.743455,0,0,0,0,0,0,0
misrepresent,True,1,010000,Cm,,True,2,010010,Cm,Sn,0.287,0.794,0.073,0.286,0.601,0.474,0.286836,0.840314,0,0.793879,0.717277,1,0.073353,0.591623,0,0.286494,0.657068,0,0.600613,0.643979,0,0.473989,0.743455,0,0,1,0,0,0,0
miss,True,1,010000,Cm,,True,3,110001,Kn,"Cm, Ev",0.803,0.777,0.083,0.534,0.061,0.688,0.802681,0.840314,0,0.776963,0.717277,1,0.08328,0.591623,0,0.534485,0.657068,0,0.061216,0.643979,0,0.687964,0.743455,0,0,1,0,0,0,0
mitigate,True,1,001000,Ap,,True,1,001000,Ap,,0.033,0.026,0.897,0.409,0.428,0.312,0.033422,0.840314,0,0.025622,0.717277,0,0.896905,0.591623,1,0.409236,0.657068,0,0.4276,0.643979,0,0.311783,0.743455,0,0,0,1,0,0,0
mix,False,0,000000,,,True,1,000100,An,,0.145,0.472,0.182,0.585,0.324,0.261,0.14517,0.840314,0,0.471857,0.717277,0,0.181669,0.591623,0,0.584691,0.657068,0,0.324165,0.643979,0,0.260628,0.743455,0,0,0,0,0,0,0
mobilize,False,0,000000,,,True,1,000010,Sn,,0.322,0.349,0.185,0.538,0.601,0.477,0.321746,0.840314,0,0.349241,0.717277,0,0.185036,0.591623,0,0.537616,0.657068,0,0.601243,0.643979,0,0.476892,0.743455,0,0,0,0,0,0,0
modulate,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.091,0.075,0.591,0.309,0.881,0.147,0.091488,0.840314,0,0.07527,0.717277,0,0.591289,0.591623,0,0.309026,0.657068,0,0.88085,0.643979,1,0.146703,0.743455,0,0,0,0,0,1,0
moisten,False,0,000000,,,True,1,000001,Ev,,0.354,0.147,0.13,0.383,0.424,0.693,0.353805,0.840314,0,0.147159,0.717277,0,0.129557,0.591623,0,0.383018,0.657068,0,0.424402,0.643979,0,0.692522,0.743455,0,0,0,0,0,0,0
mold,False,0,000000,,,False,0,000000,,,0.321,0.098,0.39,0.454,0.516,0.43,0.321419,0.840314,0,0.098443,0.717277,0,0.389879,0.591623,0,0.454082,0.657068,0,0.515936,0.643979,0,0.429762,0.743455,0,0,0,0,0,0,0
monetize,True,1,000001,Ev,,True,3,000111,Ev,"An, Sn",0.259,0.174,0.229,0.757,0.648,0.839,0.25898,0.840314,0,0.174256,0.717277,0,0.228647,0.591623,0,0.756963,0.657068,1,0.648199,0.643979,1,0.83914,0.743455,1,0,0,0,0,0,1
morph,True,1,000010,Sn,,True,2,000110,Sn,An,0.313,0.367,0.264,0.744,0.83,0.087,0.312576,0.840314,0,0.367104,0.717277,0,0.264302,0.591623,0,0.743956,0.657068,1,0.830146,0.643979,1,0.086828,0.743455,0,0,0,0,0,1,0
motorize,True,1,001000,Ap,,True,1,001000,Ap,,0.264,0.184,0.754,0.467,0.511,0.061,0.264086,0.840314,0,0.18401,0.717277,0,0.753971,0.591623,1,0.467354,0.657068,0,0.51098,0.643979,0,0.061139,0.743455,0,0,0,1,0,0,0
mould,True,1,000010,Sn,,True,4,001111,Ev,"Ap, An, Sn",0.165,0.167,0.578,0.592,0.66,0.696,0.165172,0.840314,0,0.166885,0.717277,0,0.577516,0.591623,0,0.591998,0.657068,0,0.659543,0.643979,1,0.696023,0.743455,0,0,0,0,0,1,0
move,True,1,010000,Cm,,True,3,111000,Cm,"Kn, Ap",0.752,0.961,0.731,0.269,0.178,0.255,0.752278,0.840314,0,0.961297,0.717277,1,0.730674,0.591623,1,0.269196,0.657068,0,0.178275,0.643979,0,0.254936,0.743455,0,0,1,0,0,0,0
mutate,True,1,001000,Ap,,True,2,001100,Ap,An,0.666,0.027,0.886,0.776,0.289,0.032,0.666275,0.840314,0,0.027147,0.717277,0,0.885729,0.591623,1,0.77635,0.657068,1,0.288583,0.643979,0,0.032041,0.743455,0,0,0,1,0,0,0
nail,True,3,101100,Kn,"Ap, An",True,4,101101,Kn,"Ap, An, Ev",0.86,0.595,0.605,0.8,0.073,0.661,0.860066,0.840314,1,0.595086,0.717277,0,0.604731,0.591623,1,0.80012,0.657068,1,0.073202,0.643979,0,0.660963,0.743455,0,1,0,1,1,0,0
narrate,True,1,000010,Sn,,True,1,000010,Sn,,0.696,0.218,0.432,0.481,0.849,0.379,0.696293,0.840314,0,0.218098,0.717277,0,0.43241,0.591623,0,0.481063,0.657068,0,0.848665,0.643979,1,0.37898,0.743455,0,0,0,0,0,1,0
navigate,True,1,010000,Cm,,True,4,111100,Cm,"Kn, Ap, An",0.769,0.797,0.569,0.585,0.131,0.247,0.769325,0.840314,0,0.797244,0.717277,1,0.568697,0.591623,0,0.585298,0.657068,0,0.130818,0.643979,0,0.246695,0.743455,0,0,1,0,0,0,0
necessitate,False,0,000000,,,False,0,000000,,,0.248,0.098,0.352,0.409,0.467,0.631,0.247642,0.840314,0,0.098283,0.717277,0,0.352103,0.591623,0,0.40883,0.657068,0,0.466883,0.643979,0,0.631478,0.743455,0,0,0,0,0,0,0
need,True,1,000100,An,,True,1,000100,An,,0.705,0.477,0.355,0.663,0.373,0.373,0.705082,0.840314,0,0.476922,0.717277,0,0.355483,0.591623,0,0.662575,0.657068,1,0.373376,0.643979,0,0.372652,0.743455,0,0,0,0,1,0,0
negate,False,0,000000,,,True,2,010100,Cm,An,0.228,0.669,0.174,0.656,0.341,0.614,0.228253,0.840314,0,0.668944,0.717277,0,0.174329,0.591623,0,0.656324,0.657068,0,0.34081,0.643979,0,0.614321,0.743455,0,0,0,0,0,0,0
neglect,False,0,000000,,,True,1,100000,Kn,,0.736,0.235,0.406,0.525,0.38,0.233,0.7358,0.840314,0,0.235031,0.717277,0,0.406467,0.591623,0,0.524678,0.657068,0,0.379595,0.643979,0,0.232689,0.743455,0,0,0,0,0,0,0
neutralize,True,1,001000,Ap,,True,1,001000,Ap,,0.011,0.09,0.655,0.163,0.546,0.275,0.011098,0.840314,0,0.090396,0.717277,0,0.654846,0.591623,1,0.163386,0.657068,0,0.545782,0.643979,0,0.274615,0.743455,0,0,0,1,0,0,0
nominate,True,1,000100,An,,True,4,001111,An,"Ap, Sn, Ev",0.544,0.265,0.905,0.971,0.601,0.79,0.543598,0.840314,0,0.265008,0.717277,0,0.904743,0.591623,1,0.970883,0.657068,1,0.601398,0.643979,0,0.790257,0.743455,1,0,0,0,1,0,0
normalize,True,1,000010,Sn,,True,3,001110,Sn,"Ap, An",0.067,0.445,0.595,0.707,0.89,0.107,0.067359,0.840314,0,0.444526,0.717277,0,0.594735,0.591623,1,0.706864,0.657068,1,0.890253,0.643979,1,0.106515,0.743455,0,0,0,0,0,1,0
notate,False,0,000000,,,True,3,101010,Kn,"Ap, Sn",0.784,0.578,0.551,0.034,0.606,0.181,0.784073,0.840314,0,0.578153,0.717277,0,0.550517,0.591623,0,0.033984,0.657068,0,0.606328,0.643979,0,0.180538,0.743455,0,0,0,0,0,0,0
note,True,1,100000,Kn,,True,2,110000,Kn,Cm,0.886,0.73,0.124,0.335,0.021,0.14,0.886467,0.840314,1,0.73046,0.717277,1,0.123993,0.591623,0,0.33463,0.657068,0,0.021196,0.643979,0,0.139965,0.743455,0,1,0,0,0,0,0
notice,True,1,100000,Kn,,True,3,110100,Kn,"Cm, An",0.945,0.697,0.201,0.694,0.028,0.231,0.945208,0.840314,1,0.696858,0.717277,0,0.20082,0.591623,0,0.693854,0.657068,1,0.028147,0.643979,0,0.231374,0.743455,0,1,0,0,0,0,0
notify,True,1,001000,Ap,,True,1,001000,Ap,,0.633,0.589,0.791,0.184,0.029,0.052,0.633281,0.840314,0,0.589303,0.717277,0,0.791127,0.591623,1,0.183855,0.657068,0,0.028666,0.643979,0,0.05245,0.743455,0,0,0,1,0,0,0
nucleate,True,1,000001,Ev,,True,3,001101,Ev,"Ap, An",0.34,0.154,0.639,0.705,0.467,0.775,0.340241,0.840314,0,0.154108,0.717277,0,0.638776,0.591623,1,0.704935,0.657068,1,0.4672,0.643979,0,0.774587,0.743455,1,0,0,0,0,0,1
nudge,True,2,000101,An,Ev,True,2,000101,An,Ev,0.666,0.306,0.017,0.831,0.501,0.79,0.666221,0.840314,0,0.306499,0.717277,0,0.017023,0.591623,0,0.830912,0.657068,1,0.500632,0.643979,0,0.790094,0.743455,1,0,0,0,1,0,1
nullify,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.346,0.252,0.737,0.215,0.634,0.526,0.345843,0.840314,0,0.252194,0.717277,0,0.737345,0.591623,1,0.21503,0.657068,0,0.633974,0.643979,0,0.526475,0.743455,0,0,0,1,0,0,0
nurture,True,1,000001,Ev,,True,3,001011,Ev,"Ap, Sn",0.337,0.03,0.599,0.41,0.595,0.789,0.337443,0.840314,0,0.030487,0.717277,0,0.598548,0.591623,1,0.410031,0.657068,0,0.594699,0.643979,0,0.789089,0.743455,1,0,0,0,0,0,1
obey,True,1,001000,Ap,,True,1,001000,Ap,,0.694,0.465,0.597,0.066,0.346,0.348,0.694079,0.840314,0,0.465133,0.717277,0,0.596542,0.591623,1,0.065896,0.657068,0,0.345862,0.643979,0,0.347562,0.743455,0,0,0,1,0,0,0
obfuscate,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.043,0.604,0.887,0.19,0.63,0.106,0.04311,0.840314,0,0.604078,0.717277,0,0.886573,0.591623,1,0.189549,0.657068,0,0.629819,0.643979,0,0.106009,0.743455,0,0,0,1,0,0,0
object,True,3,011100,An,"Cm, Ap",True,4,111100,An,"Kn, Cm, Ap",0.732,0.798,0.693,0.83,0.334,0.167,0.731823,0.840314,0,0.797747,0.717277,1,0.6929,0.591623,1,0.830272,0.657068,1,0.333849,0.643979,0,0.166974,0.743455,0,0,1,1,1,0,0
oblige,False,0,000000,,,False,0,000000,,,0.213,0.054,0.361,0.197,0.372,0.2,0.213163,0.840314,0,0.054472,0.717277,0,0.361014,0.591623,0,0.197303,0.657068,0,0.371917,0.643979,0,0.199633,0.743455,0,0,0,0,0,0,0
obstruct,True,1,001000,Ap,,True,2,001100,Ap,An,0.092,0.498,0.94,0.563,0.352,0.479,0.092207,0.840314,0,0.498367,0.717277,0,0.940178,0.591623,1,0.56345,0.657068,0,0.351899,0.643979,0,0.479217,0.743455,0,0,0,1,0,0,0
obviate,True,1,001000,Ap,,True,1,001000,Ap,,0.129,0.414,0.793,0.204,0.308,0.41,0.129102,0.840314,0,0.414093,0.717277,0,0.792896,0.591623,1,0.203756,0.657068,0,0.308288,0.643979,0,0.409804,0.743455,0,0,0,1,0,0,0
occlude,False,0,000000,,,False,0,000000,,,0.406,0.521,0.483,0.48,0.128,0.53,0.406226,0.840314,0,0.520909,0.717277,0,0.482627,0.591623,0,0.480331,0.657068,0,0.128007,0.643979,0,0.5304,0.743455,0,0,0,0,0,0,0
occupy,True,1,001000,Ap,,True,2,011000,Ap,Cm,0.37,0.745,0.989,0.538,0.425,0.28,0.369957,0.840314,0,0.745192,0.717277,1,0.989427,0.591623,1,0.538172,0.657068,0,0.42504,0.643979,0,0.280339,0.743455,0,0,0,1,0,0,0
occur,True,1,100000,Kn,,True,3,111000,Kn,"Cm, Ap",0.89,0.752,0.75,0.522,0.453,0.005,0.889522,0.840314,1,0.751733,0.717277,1,0.750319,0.591623,1,0.522479,0.657068,0,0.452795,0.643979,0,0.004819,0.743455,0,1,0,0,0,0,0
offer,False,0,000000,,,False,0,000000,,,0.433,0.577,0.391,0.408,0.094,0.112,0.433271,0.840314,0,0.576704,0.717277,0,0.390756,0.591623,0,0.408327,0.657068,0,0.093797,0.643979,0,0.112317,0.743455,0,0,0,0,0,0,0
offload,False,0,000000,,,True,1,001000,Ap,,0.029,0.393,0.568,0.48,0.357,0.605,0.028733,0.840314,0,0.392909,0.717277,0,0.568171,0.591623,0,0.479571,0.657068,0,0.356789,0.643979,0,0.604813,0.743455,0,0,0,0,0,0,0
offset,False,0,000000,,,False,0,000000,,,0.666,0.174,0.419,0.269,0.047,0.052,0.666338,0.840314,0,0.174197,0.717277,0,0.418996,0.591623,0,0.269237,0.657068,0,0.046775,0.643979,0,0.051697,0.743455,0,0,0,0,0,0,0
omit,False,0,000000,,,True,1,010000,Cm,,0.617,0.63,0.3,0.024,0.301,0.091,0.617226,0.840314,0,0.629787,0.717277,0,0.299925,0.591623,0,0.023894,0.657068,0,0.300723,0.643979,0,0.090674,0.743455,0,0,0,0,0,0,0
open,True,1,000100,An,,True,2,001100,An,Ap,0.589,0.115,0.765,0.965,0.381,0.279,0.588746,0.840314,0,0.115074,0.717277,0,0.764731,0.591623,1,0.964919,0.657068,1,0.380711,0.643979,0,0.279243,0.743455,0,0,0,0,1,0,0
oppose,True,1,001000,Ap,,True,2,101000,Ap,Kn,0.752,0.595,0.946,0.306,0.5,0.147,0.751992,0.840314,0,0.595232,0.717277,0,0.946218,0.591623,1,0.306229,0.657068,0,0.499519,0.643979,0,0.146626,0.743455,0,0,0,1,0,0,0
opsonize,True,1,000010,Sn,,True,2,010010,Sn,Cm,0.154,0.692,0.072,0.558,0.705,0.167,0.154177,0.840314,0,0.691661,0.717277,0,0.071646,0.591623,0,0.558177,0.657068,0,0.704862,0.643979,1,0.167178,0.743455,0,0,0,0,0,1,0
opt,True,1,000001,Ev,,True,2,000011,Ev,Sn,0.077,0.024,0.432,0.379,0.634,0.764,0.077022,0.840314,0,0.024257,0.717277,0,0.431997,0.591623,0,0.378714,0.657068,0,0.633883,0.643979,0,0.763751,0.743455,1,0,0,0,0,0,1
orchestrate,True,1,000100,An,,True,2,010100,An,Cm,0.205,0.698,0.28,0.868,0.358,0.258,0.20479,0.840314,0,0.697852,0.717277,0,0.280418,0.591623,0,0.868143,0.657068,1,0.357752,0.643979,0,0.258051,0.743455,0,0,0,0,1,0,0
orient,True,1,010000,Cm,,True,3,111000,Cm,"Kn, Ap",0.749,0.901,0.594,0.08,0.429,0.221,0.749249,0.840314,0,0.901026,0.717277,1,0.593515,0.591623,1,0.079593,0.657068,0,0.429034,0.643979,0,0.221031,0.743455,0,0,1,0,0,0,0
orientate,False,0,000000,,,False,0,000000,,,0.645,0.483,0.362,0.217,0.473,0.408,0.645025,0.840314,0,0.482654,0.717277,0,0.361604,0.591623,0,0.217081,0.657068,0,0.472966,0.643979,0,0.407635,0.743455,0,0,0,0,0,0,0
oscillate,True,1,000100,An,,True,2,010100,An,Cm,0.309,0.75,0.394,0.822,0.06,0.106,0.308961,0.840314,0,0.74965,0.717277,1,0.394406,0.591623,0,0.821961,0.657068,1,0.06024,0.643979,0,0.105862,0.743455,0,0,0,0,1,0,0
outlaw,True,1,001000,Ap,,True,1,001000,Ap,,0.646,0.099,0.747,0.487,0.071,0.182,0.645542,0.840314,0,0.09936,0.717277,0,0.747382,0.591623,1,0.48697,0.657068,0,0.070945,0.643979,0,0.182452,0.743455,0,0,0,1,0,0,0
outnumber,True,1,100000,Kn,,True,2,100100,Kn,An,0.906,0.54,0.175,0.56,0.071,0.596,0.905592,0.840314,1,0.540268,0.717277,0,0.175278,0.591623,0,0.560045,0.657068,0,0.070813,0.643979,0,0.596195,0.743455,0,1,0,0,0,0,0
outpace,True,1,000100,An,,True,1,000100,An,,0.046,0.109,0.12,0.842,0.163,0.443,0.045762,0.840314,0,0.109206,0.717277,0,0.12015,0.591623,0,0.842211,0.657068,1,0.162911,0.643979,0,0.443312,0.743455,0,0,0,0,1,0,0
outperform,True,1,000010,Sn,,True,2,000011,Ev,Sn,0.338,0.557,0.486,0.385,0.658,0.688,0.338105,0.840314,0,0.556594,0.717277,0,0.486301,0.591623,0,0.384588,0.657068,0,0.657743,0.643979,1,0.687764,0.743455,0,0,0,0,0,1,0
outsource,True,1,001000,Ap,,True,3,011001,Ap,"Cm, Ev",0.043,0.633,0.908,0.516,0.518,0.65,0.04288,0.840314,0,0.632586,0.717277,0,0.907566,0.591623,1,0.515937,0.657068,0,0.517903,0.643979,0,0.649641,0.743455,0,0,0,1,0,0,0
outstrip,True,2,001100,Ap,An,True,2,001100,Ap,An,0.281,0.465,0.791,0.78,0.04,0.478,0.280814,0.840314,0,0.46472,0.717277,0,0.791263,0.591623,1,0.780085,0.657068,1,0.039777,0.643979,0,0.478295,0.743455,0,0,0,1,1,0,0
outweigh,True,1,000100,An,,True,3,001101,An,"Ap, Ev",0.438,0.545,0.55,0.826,0.269,0.721,0.43847,0.840314,0,0.544817,0.717277,0,0.550068,0.591623,0,0.82597,0.657068,1,0.268615,0.643979,0,0.720517,0.743455,0,0,0,0,1,0,0
overarch,True,1,000100,An,,True,2,100100,An,Kn,0.751,0.54,0.254,0.772,0.072,0.321,0.751058,0.840314,0,0.540166,0.717277,0,0.254076,0.591623,0,0.772402,0.657068,1,0.071743,0.643979,0,0.320825,0.743455,0,0,0,0,1,0,0
overcome,True,1,001000,Ap,,True,1,001000,Ap,,0.655,0.132,0.908,0.508,0.268,0.405,0.654863,0.840314,0,0.132102,0.717277,0,0.907563,0.591623,1,0.508032,0.657068,0,0.267643,0.643979,0,0.405056,0.743455,0,0,0,1,0,0,0
