Verb,Accepted,AcceptedCount,AcceptedPattern,PrimaryDomain,OtherDomains,SoftAccepted,SoftAcceptedCount,SoftPattern,SoftPrimaryDomain,SoftOtherDomains,score_Kn,score_Cm,score_Ap,score_An,score_Sn,score_Ev,cal_score_Kn,thr_Kn,meets_thr_Kn,cal_score_Cm,thr_Cm,meets_thr_Cm,cal_score_Ap,thr_Ap,meets_thr_Ap,cal_score_An,thr_An,meets_thr_An,cal_score_Sn,thr_Sn,meets_thr_Sn,cal_score_Ev,thr_Ev,meets_thr_Ev,accept_Kn,accept_Cm,accept_Ap,accept_An,accept_Sn,accept_Ev
abandon,True,1,000001,Ev,,True,2,001001,Ev,Ap,0.248,0.247,0.561,0.456,0.032,0.851,0.248449,0.853403,0,0.24712,0.827225,0,0.56114,0.581152,0,0.455987,0.63089,0,0.031538,0.651832,0,0.850895,0.772251,1,0,0,0,0,0,1
abbreviate,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.412,0.558,0.679,0.101,0.558,0.368,0.411628,0.853403,0,0.558242,0.827225,0,0.679121,0.581152,1,0.101236,0.63089,0,0.558141,0.651832,0,0.36808,0.772251,0,0,0,1,0,0,0
abet,True,1,001000,Ap,,True,1,001000,Ap,,0.714,0.56,0.846,0.017,0.183,0.496,0.713679,0.853403,0,0.560024,0.827225,0,0.846212,0.581152,1,0.017197,0.63089,0,0.183482,0.651832,0,0.496079,0.772251,0,0,0,1,0,0,0
abide,True,1,000001,Ev,,True,1,000001,Ev,,0.442,0.24,0.476,0.17,0.309,0.847,0.441836,0.853403,0,0.239636,0.827225,0,0.476378,0.581152,0,0.170012,0.63089,0,0.308685,0.651832,0,0.846818,0.772251,1,0,0,0,0,0,1
ablate,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.443,0.402,0.532,0.229,0.702,0.485,0.442977,0.853403,0,0.401766,0.827225,0,0.532497,0.581152,0,0.229298,0.63089,0,0.701899,0.651832,1,0.484601,0.772251,0,0,0,0,0,1,0
abort,True,1,000001,Ev,,True,3,001011,Ev,"Ap, Sn",0.323,0.164,0.558,0.095,0.556,0.854,0.323459,0.853403,0,0.163903,0.827225,0,0.55779,0.581152,0,0.095401,0.63089,0,0.5565,0.651832,0,0.854161,0.772251,1,0,0,0,0,0,1
abound,True,1,100000,Kn,,True,1,100000,Kn,,0.918,0.534,0.419,0.194,0.514,0.175,0.918127,0.853403,1,0.533937,0.827225,0,0.419258,0.581152,0,0.194201,0.63089,0,0.514478,0.651832,0,0.174745,0.772251,0,1,0,0,0,0,0
absorb,True,1,001000,Ap,,True,1,001000,Ap,,0.387,0.081,0.97,0.348,0.037,0.062,0.387144,0.853403,0,0.081264,0.827225,0,0.970488,0.581152,1,0.347847,0.63089,0,0.03716,0.651832,0,0.061686,0.772251,0,0,0,1,0,0,0
abut,True,1,000001,Ev,,True,1,000001,Ev,,0.607,0.536,0.411,0.05,0.529,0.853,0.607017,0.853403,0,0.536178,0.827225,0,0.411358,0.581152,0,0.050356,0.63089,0,0.528545,0.651832,0,0.852564,0.772251,1,0,0,0,0,0,1
accelerate,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.149,0.18,0.904,0.232,0.784,0.008,0.149215,0.853403,0,0.180166,0.827225,0,0.904239,0.581152,1,0.232064,0.63089,0,0.784122,0.651832,1,0.007853,0.772251,0,0,0,1,0,0,0
accentuate,False,0,000000,,,True,1,000010,Sn,,0.643,0.544,0.49,0.224,0.612,0.215,0.64322,0.853403,0,0.54388,0.827225,0,0.490042,0.581152,0,0.223809,0.63089,0,0.611959,0.651832,0,0.215282,0.772251,0,0,0,0,0,0,0
accommodate,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.276,0.265,0.87,0.232,0.941,0.599,0.276202,0.853403,0,0.264516,0.827225,0,0.869834,0.581152,1,0.232159,0.63089,0,0.941162,0.651832,1,0.598651,0.772251,0,0,0,0,0,1,0
accompany,True,1,000010,Sn,,True,2,100010,Sn,Kn,0.76,0.205,0.449,0.003,0.84,0.612,0.759999,0.853403,0,0.204544,0.827225,0,0.449121,0.581152,0,0.003123,0.63089,0,0.840277,0.651832,1,0.611756,0.772251,0,0,0,0,0,1,0
accomplish,True,2,001010,Sn,Ap,True,2,001010,Sn,Ap,0.149,0.063,0.733,0.037,0.758,0.425,0.149215,0.853403,0,0.063212,0.827225,0,0.733414,0.581152,1,0.03722,0.63089,0,0.758455,0.651832,1,0.424713,0.772251,0,0,0,1,0,1,0
account,True,1,000001,Ev,,True,3,100101,Ev,"Kn, An",0.736,0.086,0.289,0.624,0.414,0.806,0.73569,0.853403,0,0.086085,0.827225,0,0.288897,0.581152,0,0.623733,0.63089,0,0.414195,0.651832,0,0.806466,0.772251,1,0,0,0,0,0,1
accrue,True,1,001000,Ap,,True,1,001000,Ap,,0.65,0.393,0.872,0.153,0.27,0.348,0.649932,0.853403,0,0.393091,0.827225,0,0.872408,0.581152,1,0.152957,0.63089,0,0.269518,0.651832,0,0.34799,0.772251,0,0,0,1,0,0,0
accumulate,True,2,101000,Ap,Kn,True,2,101000,Ap,Kn,0.938,0.459,0.958,0.341,0.458,0.443,0.938398,0.853403,1,0.458557,0.827225,0,0.958299,0.581152,1,0.341267,0.63089,0,0.458124,0.651832,0,0.442571,0.772251,0,1,0,1,0,0,0
accustom,True,1,000001,Ev,,True,3,001011,Ev,"Ap, Sn",0.308,0.394,0.598,0.037,0.733,0.837,0.307615,0.853403,0,0.394141,0.827225,0,0.598305,0.581152,1,0.037432,0.63089,0,0.732879,0.651832,1,0.836637,0.772251,1,0,0,0,0,0,1
achieve,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.183,0.038,0.743,0.037,0.813,0.255,0.182573,0.853403,0,0.037822,0.827225,0,0.742809,0.581152,1,0.037449,0.63089,0,0.812794,0.651832,1,0.25482,0.772251,0,0,0,0,0,1,0
acidify,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.149,0.156,0.288,0.322,0.922,0.686,0.149215,0.853403,0,0.155825,0.827225,0,0.288144,0.581152,0,0.321596,0.63089,0,0.92227,0.651832,1,0.68613,0.772251,0,0,0,0,0,1,0
acknowledge,False,0,000000,,,False,0,000000,,,0.639,0.406,0.178,0.384,0.387,0.522,0.638858,0.853403,0,0.40628,0.827225,0,0.177745,0.581152,0,0.383704,0.63089,0,0.386685,0.651832,0,0.521612,0.772251,0,0,0,0,0,0,0
acquaint,False,0,000000,,,False,0,000000,,,0.309,0.611,0.021,0.218,0.352,0.245,0.309144,0.853403,0,0.611353,0.827225,0,0.020913,0.581152,0,0.21819,0.63089,0,0.351688,0.651832,0,0.245195,0.772251,0,0,0,0,0,0,0
activate,True,1,001000,Ap,,True,1,001000,Ap,,0.373,0.109,0.99,0.058,0.441,0.296,0.372732,0.853403,0,0.108638,0.827225,0,0.989559,0.581152,1,0.057603,0.63089,0,0.44078,0.651832,0,0.295918,0.772251,0,0,0,1,0,0,0
actualize,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.47,0.259,0.987,0.218,0.569,0.11,0.469641,0.853403,0,0.258528,0.827225,0,0.986507,0.581152,1,0.217653,0.63089,0,0.569172,0.651832,0,0.110335,0.772251,0,0,0,1,0,0,0
actuate,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.307,0.318,0.954,0.217,0.645,0.066,0.307311,0.853403,0,0.318134,0.827225,0,0.953857,0.581152,1,0.216905,0.63089,0,0.645355,0.651832,0,0.065637,0.772251,0,0,0,1,0,0,0
address,True,1,100000,Kn,,True,1,100000,Kn,,0.99,0.586,0.197,0.305,0.087,0.123,0.989933,0.853403,1,0.586181,0.827225,0,0.19691,0.581152,0,0.30474,0.63089,0,0.086879,0.651832,0,0.123361,0.772251,0,1,0,0,0,0,0
adhere,True,1,001000,Ap,,True,3,001011,Ap,"Sn, Ev",0.393,0.087,0.774,0.014,0.568,0.686,0.393214,0.853403,0,0.087392,0.827225,0,0.77409,0.581152,1,0.014289,0.63089,0,0.568138,0.651832,0,0.68552,0.772251,0,0,0,1,0,0,0
adjoin,True,1,000010,Sn,,True,1,000010,Sn,,0.399,0.542,0.017,0.299,0.918,0.449,0.399312,0.853403,0,0.541717,0.827225,0,0.016765,0.581152,0,0.29864,0.63089,0,0.917773,0.651832,1,0.44859,0.772251,0,0,0,0,0,1,0
adjudicate,True,1,000001,Ev,,True,2,000101,Ev,An,0.246,0.632,0.183,0.752,0.24,0.93,0.245667,0.853403,0,0.632487,0.827225,0,0.182998,0.581152,0,0.752243,0.63089,1,0.239936,0.651832,0,0.929519,0.772251,1,0,0,0,0,0,1
adjust,True,1,000010,Sn,,True,3,001110,Sn,"Ap, An",0.307,0.315,0.558,0.632,0.813,0.593,0.306803,0.853403,0,0.314858,0.827225,0,0.558286,0.581152,0,0.631833,0.63089,1,0.813453,0.651832,1,0.593258,0.772251,0,0,0,0,0,1,0
administrate,True,1,000100,An,,True,4,001111,An,"Ap, Sn, Ev",0.149,0.401,0.715,0.797,0.639,0.669,0.149215,0.853403,0,0.400668,0.827225,0,0.715329,0.581152,1,0.796924,0.63089,1,0.639176,0.651832,0,0.668884,0.772251,0,0,0,0,1,0,0
admire,False,0,000000,,,True,1,000001,Ev,,0.655,0.391,0.478,0.249,0.352,0.676,0.655423,0.853403,0,0.391357,0.827225,0,0.47786,0.581152,0,0.248734,0.63089,0,0.351597,0.651832,0,0.67614,0.772251,0,0,0,0,0,0,0
admit,True,1,000001,Ev,,True,2,000101,Ev,An,0.64,0.554,0.176,0.738,0.106,0.857,0.639658,0.853403,0,0.554036,0.827225,0,0.17556,0.581152,0,0.738493,0.63089,1,0.105576,0.651832,0,0.857104,0.772251,1,0,0,0,0,0,1
adopt,True,2,001010,Ap,Sn,True,2,001010,Ap,Sn,0.492,0.186,0.834,0.018,0.784,0.208,0.49228,0.853403,0,0.186209,0.827225,0,0.833563,0.581152,1,0.018369,0.63089,0,0.784371,0.651832,1,0.207827,0.772251,0,0,0,1,0,1,0
adsorb,False,0,000000,,,True,1,001000,Ap,,0.149,0.096,0.537,0.357,0.416,0.354,0.149215,0.853403,0,0.095734,0.827225,0,0.537169,0.581152,0,0.357155,0.63089,0,0.416335,0.651832,0,0.354164,0.772251,0,0,0,0,0,0,0
advect,False,0,000000,,,True,1,001000,Ap,,0.415,0.701,0.549,0.348,0.432,0.008,0.414671,0.853403,0,0.701135,0.827225,0,0.549416,0.581152,0,0.348034,0.63089,0,0.431847,0.651832,0,0.007853,0.772251,0,0,0,0,0,0,0
advertise,True,1,001000,Ap,,True,1,001000,Ap,,0.259,0.497,0.943,0.342,0.08,0.367,0.259023,0.853403,0,0.496715,0.827225,0,0.94306,0.581152,1,0.342071,0.63089,0,0.079546,0.651832,0,0.366668,0.772251,0,0,0,1,0,0,0
advocate,True,1,000001,Ev,,True,2,000011,Ev,Sn,0.149,0.617,0.329,0.067,0.593,0.942,0.149215,0.853403,0,0.617462,0.827225,0,0.329459,0.581152,0,0.066918,0.63089,0,0.59262,0.651832,0,0.94193,0.772251,1,0,0,0,0,0,1
aerate,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.149,0.225,0.538,0.038,0.786,0.355,0.149215,0.853403,0,0.224966,0.827225,0,0.538237,0.581152,0,0.038083,0.63089,0,0.785567,0.651832,1,0.355289,0.772251,0,0,0,0,0,1,0
affect,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.635,0.554,0.761,0.332,0.569,0.507,0.634761,0.853403,0,0.553932,0.827225,0,0.761399,0.581152,1,0.332346,0.63089,0,0.569163,0.651832,0,0.507423,0.772251,0,0,0,1,0,0,0
affirm,True,1,000001,Ev,,True,2,000101,Ev,An,0.174,0.192,0.074,0.716,0.172,0.939,0.173895,0.853403,0,0.191544,0.827225,0,0.073686,0.581152,0,0.715911,0.63089,1,0.172333,0.651832,0,0.938735,0.772251,1,0,0,0,0,0,1
affix,False,0,000000,,,True,1,010000,Cm,,0.149,0.771,0.303,0.185,0.158,0.381,0.149215,0.853403,0,0.770515,0.827225,0,0.303246,0.581152,0,0.185463,0.63089,0,0.157805,0.651832,0,0.380617,0.772251,0,0,0,0,0,0,0
afford,True,1,001000,Ap,,True,1,001000,Ap,,0.434,0.334,0.996,0.018,0.308,0.223,0.433805,0.853403,0,0.333861,0.827225,0,0.995977,0.581152,1,0.01833,0.63089,0,0.307631,0.651832,0,0.222585,0.772251,0,0,0,1,0,0,0
aggravate,True,1,000001,Ev,,True,2,001001,Ev,Ap,0.149,0.079,0.589,0.503,0.412,0.849,0.149215,0.853403,0,0.078679,0.827225,0,0.588644,0.581152,1,0.503229,0.63089,0,0.411516,0.651832,0,0.848777,0.772251,1,0,0,0,0,0,1
aggregate,True,1,000010,Sn,,True,5,110111,Sn,"Kn, Cm, An, Ev",0.737,0.772,0.254,0.776,0.913,0.658,0.736854,0.853403,0,0.771753,0.827225,0,0.253764,0.581152,0,0.77638,0.63089,1,0.912672,0.651832,1,0.658382,0.772251,0,0,0,0,0,1,0
agitate,True,1,000001,Ev,,True,1,000001,Ev,,0.312,0.169,0.277,0.187,0.459,0.847,0.311566,0.853403,0,0.169273,0.827225,0,0.277398,0.581152,0,0.186909,0.63089,0,0.45907,0.651832,0,0.847404,0.772251,1,0,0,0,0,0,1
agonize,True,1,000100,An,,True,2,000101,An,Ev,0.26,0.026,0.287,0.916,0.199,0.852,0.259952,0.853403,0,0.026178,0.827225,0,0.286735,0.581152,0,0.916172,0.63089,1,0.19886,0.651832,0,0.851829,0.772251,1,0,0,0,1,0,0
agree,True,1,000001,Ev,,True,1,000001,Ev,,0.441,0.669,0.006,0.038,0.402,0.951,0.441004,0.853403,0,0.669026,0.827225,0,0.005598,0.581152,0,0.037851,0.63089,0,0.402392,0.651832,0,0.951036,0.772251,1,0,0,0,0,0,1
aim,False,0,000000,,,True,3,101010,Kn,"Ap, Sn",0.734,0.637,0.548,0.152,0.557,0.22,0.734414,0.853403,0,0.637076,0.827225,0,0.547914,0.581152,0,0.152085,0.63089,0,0.556612,0.651832,0,0.219996,0.772251,0,0,0,0,0,0,0
align,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.33,0.28,0.253,0.382,0.942,0.73,0.330365,0.853403,0,0.280186,0.827225,0,0.253166,0.581152,0,0.381877,0.63089,0,0.941676,0.651832,1,0.729539,0.772251,0,0,0,0,0,1,0
alleviate,True,1,000010,Sn,,True,3,001011,Sn,"Ap, Ev",0.149,0.057,0.502,0.156,0.78,0.71,0.149215,0.853403,0,0.057301,0.827225,0,0.50203,0.581152,0,0.155959,0.63089,0,0.780436,0.651832,1,0.71025,0.772251,0,0,0,0,0,1,0
allot,True,1,001000,Ap,,True,1,001000,Ap,,0.616,0.69,0.683,0.345,0.512,0.362,0.616482,0.853403,0,0.689883,0.827225,0,0.682736,0.581152,1,0.34458,0.63089,0,0.511592,0.651832,0,0.362082,0.772251,0,0,0,1,0,0,0
allude,True,1,001000,Ap,,True,2,101000,Ap,Kn,0.754,0.422,0.936,0.124,0.4,0.008,0.753867,0.853403,0,0.422356,0.827225,0,0.935788,0.581152,1,0.12438,0.63089,0,0.399664,0.651832,0,0.007853,0.772251,0,0,0,1,0,0,0
alter,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.149,0.309,0.671,0.365,0.866,0.403,0.149215,0.853403,0,0.308876,0.827225,0,0.671299,0.581152,1,0.36539,0.63089,0,0.865557,0.651832,1,0.402894,0.772251,0,0,0,0,0,1,0
alternate,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.63,0.656,0.038,0.44,0.866,0.753,0.629516,0.853403,0,0.6555,0.827225,0,0.038472,0.581152,0,0.440371,0.63089,0,0.865772,0.651832,1,0.753227,0.772251,0,0,0,0,0,1,0
ameliorate,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.149,0.342,0.366,0.018,0.859,0.689,0.149215,0.853403,0,0.341516,0.827225,0,0.366465,0.581152,0,0.018241,0.63089,0,0.859469,0.651832,1,0.688736,0.772251,0,0,0,0,0,1,0
amortize,True,1,001000,Ap,,True,3,001011,Ap,"Sn, Ev",0.308,0.039,0.753,0.419,0.603,0.689,0.307638,0.853403,0,0.039452,0.827225,0,0.75256,0.581152,1,0.418723,0.63089,0,0.603268,0.651832,0,0.689003,0.772251,0,0,0,1,0,0,0
amplify,True,1,001000,Ap,,True,2,011000,Cm,Ap,0.196,0.826,0.761,0.298,0.342,0.013,0.196131,0.853403,0,0.825683,0.827225,0,0.761497,0.581152,1,0.29844,0.63089,0,0.342051,0.651832,0,0.012852,0.772251,0,0,0,1,0,0,0
analogize,True,1,010000,Cm,,True,6,111111,Cm,"Kn, Ap, An, Sn, Ev",0.815,0.993,0.688,0.715,0.783,0.835,0.815275,0.853403,0,0.99311,0.827225,1,0.688141,0.581152,1,0.714818,0.63089,1,0.782671,0.651832,1,0.834918,0.772251,1,0,1,0,0,0,0
anneal,True,2,000110,An,Sn,True,3,001110,An,"Ap, Sn",0.293,0.682,0.543,0.718,0.702,0.52,0.292656,0.853403,0,0.682399,0.827225,0,0.542529,0.581152,0,0.717703,0.63089,1,0.702473,0.651832,1,0.519621,0.772251,0,0,0,0,1,1,0
annihilate,True,1,001000,Ap,,True,2,001001,Ap,Ev,0.231,0.163,0.773,0.475,0.261,0.757,0.230974,0.853403,0,0.16277,0.827225,0,0.773056,0.581152,1,0.475324,0.63089,0,0.260855,0.651832,0,0.756821,0.772251,0,0,0,1,0,0,0
annotate,True,1,010000,Cm,,True,2,110000,Cm,Kn,0.804,0.866,0.379,0.429,0.259,0.037,0.803618,0.853403,0,0.866286,0.827225,1,0.378736,0.581152,0,0.429103,0.63089,0,0.258659,0.651832,0,0.037162,0.772251,0,0,1,0,0,0,0
announce,True,1,001000,Ap,,True,2,101000,Ap,Kn,0.843,0.537,0.862,0.112,0.37,0.084,0.843076,0.853403,0,0.53655,0.827225,0,0.861558,0.581152,1,0.11152,0.63089,0,0.370241,0.651832,0,0.083785,0.772251,0,0,0,1,0,0,0
anodize,True,2,001010,Ap,Sn,True,2,001010,Ap,Sn,0.149,0.18,0.76,0.347,0.718,0.231,0.149215,0.853403,0,0.180339,0.827225,0,0.759692,0.581152,1,0.346943,0.63089,0,0.717609,0.651832,1,0.230853,0.772251,0,0,0,1,0,1,0
answer,True,2,001100,Ap,An,True,2,001100,Ap,An,0.513,0.647,0.808,0.77,0.049,0.654,0.513334,0.853403,0,0.647192,0.827225,0,0.807783,0.581152,1,0.769651,0.63089,1,0.048762,0.651832,0,0.654223,0.772251,0,0,0,1,1,0,0
antagonize,True,1,000001,Ev,,True,2,000101,Ev,An,0.149,0.224,0.115,0.539,0.257,0.939,0.149215,0.853403,0,0.223846,0.827225,0,0.114689,0.581152,0,0.53889,0.63089,0,0.256622,0.651832,0,0.938895,0.772251,1,0,0,0,0,0,1
apologize,True,1,000001,Ev,,True,1,000001,Ev,,0.429,0.666,0.093,0.497,0.171,0.855,0.42916,0.853403,0,0.666092,0.827225,0,0.093254,0.581152,0,0.49677,0.63089,0,0.171431,0.651832,0,0.854662,0.772251,1,0,0,0,0,0,1
appeal,True,1,000001,Ev,,True,1,000001,Ev,,0.383,0.107,0.17,0.331,0.191,0.973,0.383428,0.853403,0,0.107415,0.827225,0,0.169872,0.581152,0,0.330993,0.63089,0,0.190649,0.651832,0,0.973087,0.772251,1,0,0,0,0,0,1
appear,True,1,100000,Kn,,True,3,111000,Kn,"Cm, Ap",0.935,0.871,0.699,0.157,0.353,0.008,0.934918,0.853403,1,0.870903,0.827225,1,0.699335,0.581152,1,0.15709,0.63089,0,0.3529,0.651832,0,0.007853,0.772251,0,1,0,0,0,0,0
append,False,0,000000,,,False,0,000000,,,0.512,0.573,0.306,0.037,0.229,0.23,0.512201,0.853403,0,0.573255,0.827225,0,0.306442,0.581152,0,0.037036,0.63089,0,0.229261,0.651832,0,0.229875,0.772251,0,0,0,0,0,0,0
appoint,True,1,001000,Ap,,True,2,001100,Ap,An,0.149,0.087,0.811,0.56,0.473,0.591,0.149215,0.853403,0,0.087298,0.827225,0,0.810956,0.581152,1,0.55999,0.63089,0,0.472877,0.651832,0,0.590748,0.772251,0,0,0,1,0,0,0
apportion,True,1,100000,Kn,,True,3,101001,Kn,"Ap, Ev",0.876,0.409,0.683,0.376,0.416,0.687,0.876441,0.853403,1,0.408954,0.827225,0,0.682552,0.581152,1,0.375928,0.63089,0,0.416018,0.651832,0,0.686536,0.772251,0,1,0,0,0,0,0
appreciate,True,1,000001,Ev,,True,1,000001,Ev,,0.284,0.406,0.039,0.352,0.172,0.85,0.284157,0.853403,0,0.406354,0.827225,0,0.039198,0.581152,0,0.351678,0.63089,0,0.171991,0.651832,0,0.849941,0.772251,1,0,0,0,0,0,1
apprehend,True,1,000100,An,,True,3,010101,An,"Cm, Ev",0.633,0.708,0.281,0.851,0.033,0.697,0.633094,0.853403,0,0.707684,0.827225,0,0.280867,0.581152,0,0.85057,0.63089,1,0.033196,0.651832,0,0.696548,0.772251,0,0,0,0,1,0,0
approach,True,1,001000,Ap,,True,2,001010,Ap,Sn,0.149,0.408,0.9,0.453,0.707,0.217,0.149215,0.853403,0,0.408387,0.827225,0,0.90007,0.581152,1,0.452543,0.63089,0,0.707456,0.651832,1,0.216772,0.772251,0,0,0,1,0,0,0
appropriate,False,0,000000,,,True,1,000001,Ev,,0.441,0.682,0.453,0.501,0.418,0.661,0.441176,0.853403,0,0.681659,0.827225,0,0.452777,0.581152,0,0.501244,0.63089,0,0.417522,0.651832,0,0.660535,0.772251,0,0,0,0,0,0,0
approve,True,1,000001,Ev,,True,1,000001,Ev,,0.33,0.407,0.02,0.417,0.411,0.994,0.32963,0.853403,0,0.406726,0.827225,0,0.020264,0.581152,0,0.416609,0.63089,0,0.411355,0.651832,0,0.993945,0.772251,1,0,0,0,0,0,1
arise,True,1,000010,Sn,,True,1,000010,Sn,,0.451,0.083,0.199,0.238,0.953,0.513,0.450596,0.853403,0,0.082685,0.827225,0,0.198838,0.581152,0,0.238475,0.63089,0,0.953058,0.651832,1,0.513154,0.772251,0,0,0,0,0,1,0
arouse,True,1,000001,Ev,,True,1,000001,Ev,,0.276,0.082,0.113,0.115,0.552,0.793,0.276029,0.853403,0,0.08248,0.827225,0,0.11266,0.581152,0,0.114825,0.63089,0,0.551776,0.651832,0,0.79318,0.772251,1,0,0,0,0,0,1
array,True,1,100000,Kn,,True,1,100000,Kn,,0.96,0.375,0.451,0.194,0.362,0.3,0.959967,0.853403,1,0.37518,0.827225,0,0.450534,0.581152,0,0.193934,0.63089,0,0.362406,0.651832,0,0.300409,0.772251,0,1,0,0,0,0,0
arrest,True,1,000001,Ev,,True,1,000001,Ev,,0.581,0.233,0.439,0.331,0.164,0.808,0.581444,0.853403,0,0.233372,0.827225,0,0.439192,0.581152,0,0.331276,0.63089,0,0.164349,0.651832,0,0.807585,0.772251,1,0,0,0,0,0,1
arrive,False,0,000000,,,True,2,100100,Kn,An,0.83,0.329,0.315,0.578,0.293,0.533,0.830477,0.853403,0,0.329459,0.827225,0,0.314702,0.581152,0,0.577618,0.63089,0,0.292715,0.651832,0,0.533398,0.772251,0,0,0,0,0,0,0
ascend,False,0,000000,,,True,2,001001,Ev,Ap,0.41,0.073,0.566,0.113,0.393,0.671,0.410431,0.853403,0,0.072942,0.827225,0,0.566435,0.581152,0,0.113266,0.63089,0,0.39332,0.651832,0,0.670604,0.772251,0,0,0,0,0,0,0
ascribe,True,1,000010,Sn,,True,2,001010,Sn,Ap,0.427,0.481,0.565,0.082,0.681,0.113,0.42703,0.853403,0,0.481398,0.827225,0,0.564864,0.581152,0,0.081838,0.63089,0,0.681495,0.651832,1,0.113387,0.772251,0,0,0,0,0,1,0
ask,True,1,000100,An,,True,2,001100,An,Ap,0.597,0.624,0.675,0.886,0.07,0.111,0.597279,0.853403,0,0.624116,0.827225,0,0.674587,0.581152,1,0.885687,0.63089,1,0.069649,0.651832,0,0.110758,0.772251,0,0,0,0,1,0,0
aspirate,False,0,000000,,,True,1,001000,Ap,,0.409,0.214,0.547,0.137,0.416,0.632,0.408605,0.853403,0,0.214172,0.827225,0,0.54673,0.581152,0,0.136667,0.63089,0,0.415952,0.651832,0,0.632076,0.772251,0,0,0,0,0,0,0
aspire,True,1,001000,Ap,,True,2,001001,Ap,Ev,0.246,0.084,0.79,0.114,0.512,0.668,0.246046,0.853403,0,0.08358,0.827225,0,0.790246,0.581152,1,0.114008,0.63089,0,0.511816,0.651832,0,0.667637,0.772251,0,0,0,1,0,0,0
assert,True,1,000001,Ev,,True,2,000101,Ev,An,0.359,0.625,0.3,0.742,0.204,0.967,0.358744,0.853403,0,0.625196,0.827225,0,0.299851,0.581152,0,0.742326,0.63089,1,0.203825,0.651832,0,0.967343,0.772251,1,0,0,0,0,0,1
assimilate,True,1,000010,Sn,,True,2,000011,Sn,Ev,0.149,0.507,0.481,0.195,0.943,0.732,0.149215,0.853403,0,0.50739,0.827225,0,0.481193,0.581152,0,0.194834,0.63089,0,0.943205,0.651832,1,0.732333,0.772251,0,0,0,0,0,1,0
assist,True,1,000010,Sn,,True,3,001011,Sn,"Ap, Ev",0.248,0.34,0.637,0.003,0.759,0.691,0.248194,0.853403,0,0.34036,0.827225,0,0.636792,0.581152,1,0.002618,0.63089,0,0.758594,0.651832,1,0.690537,0.772251,0,0,0,0,0,1,0
assume,True,3,000111,Ev,"An, Sn",True,4,010111,Ev,"Cm, An, Sn",0.149,0.779,0.114,0.719,0.788,0.83,0.149215,0.853403,0,0.779358,0.827225,0,0.114261,0.581152,0,0.718978,0.63089,1,0.787824,0.651832,1,0.830436,0.772251,1,0,0,0,1,1,1
assure,True,1,000001,Ev,,True,1,000001,Ev,,0.374,0.19,0.378,0.243,0.138,0.798,0.374174,0.853403,0,0.190413,0.827225,0,0.377643,0.581152,0,0.242951,0.63089,0,0.138227,0.651832,0,0.798096,0.772251,1,0,0,0,0,0,1
astonish,True,1,001000,Ap,,True,4,111100,Ap,"Kn, Cm, An",0.769,0.707,0.968,0.608,0.006,0.061,0.76924,0.853403,0,0.707211,0.827225,0,0.967601,0.581152,1,0.608074,0.63089,0,0.00583,0.651832,0,0.060875,0.772251,0,0,0,1,0,0,0
atomize,True,1,000010,Sn,,True,2,000110,Sn,An,0.247,0.342,0.281,0.714,0.854,0.386,0.247104,0.853403,0,0.341514,0.827225,0,0.280675,0.581152,0,0.713934,0.63089,1,0.854314,0.651832,1,0.385501,0.772251,0,0,0,0,0,1,0
attack,True,1,001000,Ap,,True,2,001001,Ap,Ev,0.4,0.427,0.759,0.299,0.233,0.709,0.400251,0.853403,0,0.427089,0.827225,0,0.758555,0.581152,1,0.298637,0.63089,0,0.232642,0.651832,0,0.70881,0.772251,0,0,0,1,0,0,0
attempt,False,0,000000,,,False,0,000000,,,0.45,0.381,0.407,0.454,0.196,0.649,0.450497,0.853403,0,0.380829,0.827225,0,0.407401,0.581152,0,0.45364,0.63089,0,0.195628,0.651832,0,0.648935,0.772251,0,0,0,0,0,0,0
attend,True,1,001000,Ap,,True,2,101000,Ap,Kn,0.752,0.103,0.768,0.176,0.296,0.035,0.75153,0.853403,0,0.103202,0.827225,0,0.768293,0.581152,1,0.176437,0.63089,0,0.295791,0.651832,0,0.034726,0.772251,0,0,0,1,0,0,0
attenuate,True,1,000100,An,,True,2,001100,An,Ap,0.149,0.172,0.562,0.695,0.223,0.294,0.149215,0.853403,0,0.172406,0.827225,0,0.562144,0.581152,0,0.694663,0.63089,1,0.22279,0.651832,0,0.294331,0.772251,0,0,0,0,1,0,0
attest,True,1,000100,An,,True,3,001101,An,"Ap, Ev",0.427,0.24,0.578,0.958,0.01,0.884,0.426929,0.853403,0,0.240446,0.827225,0,0.577627,0.581152,0,0.958451,0.63089,1,0.009787,0.651832,0,0.883986,0.772251,1,0,0,0,1,0,0
