Model,Params,Mode,Percentile,Thresholds,PassedMinAccept,UsedOOF,SCS_core,SCS_eval,PenalizedObj_eval,Core_D,Core_M,Core_T,Core_C,Core_E,Core_D_bar,Core_W_bar,Core_rho,Core_acceptance,Core_entry_rate,Core_en_over_ac,Core_per_level,Eval_D,Eval_M,Eval_T,Eval_C,Eval_E,Eval_D_bar,Eval_W_bar,Eval_rho,Eval_acceptance,Eval_entry_rate,Eval_en_over_ac,Eval_per_level
PassiveAggressive,"{'C': 2.0, 'class_weight': 'balanced', 'max_iter': 4000, 'tol': 0.0001, 'random_state': 13}",P40,40.0,"[0.82199, 0.557592, 0.502618, 0.562827, 0.554974, 0.60733]",True,True,0.7526109433742332,0.843108241313363,0.5313291044066331,0.11153984567665258,0.27225773837975964,1.0,0.3777627869244669,0.0,0.06428255203805058,0.5120356247375916,0.9999999999999999,0.9763779527559056,2.3989501312335957,2.4569892473118276,"[68, 169, 190, 167, 170, 150]",0.12577346846648027,0.19579188568335928,1.0,0.3770888617674731,0,0.07605045678160754,0.5286107005785169,0.9999999999999999,0.9278787878787879,1.8593939393939394,2.0039190071848467,"[162, 443, 841, 643, 441, 538]"
PassiveAggressive,"{'C': 2.0, 'class_weight': 'balanced', 'max_iter': 4000, 'tol': 0.0001, 'random_state': 13}",P45,45.0,"[0.835079, 0.575916, 0.528796, 0.633508, 0.591623, 0.651832]",True,True,0.8050097751777767,0.8806411615128006,0.7828217431455131,0.12242881279868235,0.2308027028031862,1.0,0.3779455506076015,0.0,0.07137996516821477,0.5116514398391708,0.9999999999999999,0.9606299212598425,2.188976377952756,2.278688524590164,"[63, 162, 180, 140, 156, 133]",0.1338869234572712,0.1664482764449146,1.0,0.37734171500147967,0,0.08156814712365422,0.527662471748266,0.9999999999999999,0.9,1.667878787878788,1.8531986531986533,"[152, 424, 778, 509, 403, 486]"
PassiveAggressive,"{'C': 2.0, 'class_weight': 'balanced', 'max_iter': 4000, 'tol': 0.0001, 'random_state': 13}",P50,50.0,"[0.863874, 0.701571, 0.586387, 0.662304, 0.620419, 0.688482]",True,True,0.8630596549299874,0.8823198170569224,0.8823184901515047,0.14608286966205147,0.1968953030308868,1.0,0.3795736276627423,0.0,0.0871661773773553,0.5095227533380378,0.9999999999999999,0.9212598425196851,1.8818897637795275,2.0427350427350426,"[52, 114, 158, 129, 145, 119]",0.14948461938219063,0.14057284391568517,0.95,0.37802680530138977,0,0.09239458297502727,0.5256919724998274,0.8999999999999998,0.8515151515151516,1.4175757575757575,1.6647686832740212,"[135, 267, 683, 469, 364, 421]"
PassiveAggressive,"{'C': 2.0, 'class_weight': 'balanced', 'max_iter': 4000, 'tol': 0.0001, 'random_state': 13}",P55,55.0,"[0.879581, 0.751309, 0.628272, 0.712042, 0.672775, 0.767016]",True,True,0.8801758294701442,0.9277052227292006,0.9080316690101924,0.16204174910543193,0.15597851907991092,0.95,0.38037533148207714,0.0,0.09753384975509129,0.5043708337711412,0.8999999999999998,0.8792650918635171,1.5931758530183726,1.8119402985074626,"[46, 95, 142, 110, 125, 89]",0.1693628414502181,0.11528893492566812,0.95,0.3787710540155019,0,0.10666072799711249,0.5231147157835851,0.8999999999999998,0.7872727272727272,1.206060606060606,1.5319476520400308,"[116, 213, 659, 385, 314, 303]"
PassiveAggressive,"{'C': 2.0, 'class_weight': 'balanced', 'max_iter': 4000, 'tol': 0.0001, 'random_state': 13}",P60,60.0,"[0.895288, 0.801047, 0.675393, 0.769634, 0.712042, 0.803665]",True,True,0.9141357492120443,0.9759530344062809,0.8347856424471267,0.18359587489051601,0.1439091504818719,0.95,0.3814967493446676,0.0,0.1123508049933867,0.4995944332343786,0.8999999999999998,0.8083989501312336,1.3464566929133859,1.6655844155844155,"[40, 76, 124, 88, 110, 75]",0.1918087615799361,0.08980963655286749,0.95,0.37984636459737414,0,0.12333145951365504,0.5196593334460048,0.8999999999999998,0.7024242424242424,0.9793939393939394,1.3943054357204487,"[97, 136, 585, 303, 260, 235]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P20,20.0,"[0.387435, 0.382199, 0.246073, 0.287958, 0.324607, 0.280105]",True,True,-0.14549414965517266,-0.19684023590401617,-14.918949751260893,0.04664516699741866,0.47235080988917516,0.2,0.40070497745527944,0.0,0.02527131651126918,0.5165054953822479,-0.6,1.0,4.102362204724409,4.102362204724409,"[234, 236, 288, 272, 258, 275]",0.0392540652708255,0.5159164519793047,0.2,0.39940716934821,0,0.021733974592836137,0.5319395160079964,-0.6,1.0,4.085454545454546,4.085454545454546,"[901, 924, 1385, 1056, 1332, 1143]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P25,25.0,"[0.426702, 0.41623, 0.308901, 0.361257, 0.382199, 0.39267]",True,True,-0.040146770474844315,-0.06037437796993245,-9.72745648972746,0.05939962838006583,0.37966686259595417,0.2,0.4004015458034799,0.0,0.03239368534477975,0.512956964627005,-0.6,1.0,3.7217847769028873,3.7217847769028873,"[219, 223, 264, 244, 236, 232]",0.05454984915584188,0.3945117283575665,0.2,0.3986250041059738,0,0.0305132399365741,0.5288500921150455,-0.6,1.0,3.623030303030303,3.623030303030303,"[819, 853, 1271, 955, 1209, 871]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P30,30.0,"[0.471204, 0.468586, 0.358639, 0.408377, 0.424084, 0.447644]",True,True,0.03576966783323539,0.043296801356038306,-6.506171925297772,0.07188208810628283,0.31617273723876976,0.2,0.4002010565524077,0.0,0.039555506616742134,0.5107267093946859,-0.6,1.0,3.4304461942257216,3.4304461942257216,"[202, 203, 245, 226, 220, 211]",0.06999029069464108,0.3061050312694924,0.2,0.39803847310296536,0,0.03961969126283374,0.526453415154148,-0.6,1.0,3.272727272727273,3.272727272727273,"[756, 749, 1176, 861, 1090, 768]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P35,35.0,"[0.513089, 0.518325, 0.405759, 0.479058, 0.468586, 0.486911]",True,True,0.11856855320221911,0.26429791249619317,-3.619351526072758,0.08603658217842691,0.2474605232641774,0.2,0.39997498095989853,0.0,0.04779992500369232,0.5077758284354723,-0.6,1.0,3.136482939632546,3.136482939632546,"[186, 184, 227, 199, 203, 196]",0.089988049980526,0.2249402015197844,0.35,0.3975002134515052,0,0.051814147925523545,0.5239740589384597,-0.3,1.0,2.8963636363636365,2.8963636363636365,"[656, 624, 1119, 720, 983, 677]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P40,40.0,"[0.589005, 0.539267, 0.450262, 0.520942, 0.518325, 0.552356]",True,True,0.17554143476453618,0.32836415783109335,-2.039467777390931,0.10496447965210097,0.20945528812560332,0.2,0.40010747746012837,0.0,0.05910296269108823,0.5039718786504948,-0.6,0.989501312335958,2.8372703412073492,2.8673740053050403,"[157, 176, 210, 183, 184, 171]",0.10995881258182084,0.1807811637863183,0.35,0.3972883634519696,0,0.06439021952934192,0.5211936737362967,-0.3,0.9769696969696969,2.5642424242424244,2.62468982630273,"[550, 553, 1020, 655, 913, 540]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P45,45.0,"[0.643979, 0.594241, 0.486911, 0.568063, 0.596859, 0.623037]",True,True,0.23834126393521904,0.40644663955398375,-0.8009296858503937,0.12699931941553438,0.16882703901929486,0.2,0.40056327846326495,0.0,0.07250203488781289,0.4983821889187056,-0.6,0.958005249343832,2.493438320209974,2.6027397260273974,"[136, 155, 196, 165, 154, 144]",0.1409347632086545,0.13370998334683198,0.35,0.3974061989738709,0,0.08474229838130629,0.5165441090118927,-0.3,0.9090909090909091,2.1436363636363636,2.358,"[424, 424, 973, 556, 774, 386]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P50,50.0,"[0.727749, 0.628272, 0.54712, 0.623037, 0.633508, 0.670157]",True,True,0.2856982381031013,0.46819699657420016,-0.3794976706505297,0.14705999423041136,0.1415912386752617,0.2,0.4007649418265054,0.0,0.08452244161753354,0.4902245859466799,-0.6,0.8740157480314961,2.1758530183727034,2.4894894894894897,"[104, 142, 173, 144, 140, 126]",0.17427268422631154,0.10536382795263466,0.35,0.39762713433507774,0,0.10786819671058746,0.5110929612975441,-0.3,0.8121212121212121,1.8254545454545454,2.2477611940298505,"[261, 397, 882, 444, 707, 321]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P55,55.0,"[0.753927, 0.698953, 0.586387, 0.662304, 0.675393, 0.732984]",True,True,0.33670021822581936,0.5093189049527532,-2.2429526575384884e-05,0.175662462344734,0.11949187948768776,0.2,0.4017654512292436,0.0,0.10275078227649836,0.48218128142411204,-0.6,0.8057742782152231,1.89501312335958,2.3517915309446256,"[94, 115, 158, 129, 124, 102]",0.19715548424229296,0.08713696189010381,0.35,0.39766794200188044,0,0.1236298684880395,0.503436996061472,-0.3,0.7266666666666667,1.5145454545454546,2.084236864053378,"[222, 260, 813, 351, 641, 212]"
LDA,"{'solver': 'lsqr', 'shrinkage': 'auto'}",P60,60.0,"[0.780105, 0.712042, 0.623037, 0.709424, 0.696335, 0.767016]",True,True,0.49359679522717437,0.5431698820623245,0.010824439456821544,0.19512993842538218,0.10214403988774197,0.35,0.4020363222984473,0.0,0.11571827540117732,0.47731261060758123,-0.3,0.7611548556430446,1.7165354330708662,2.2551724137931033,"[84, 110, 144, 111, 116, 89]",0.22199342278379658,0.07824744053886139,0.35,0.3980796660579648,0,0.1415921727016407,0.4962283038361569,-0.3,0.6460606060606061,1.3103030303030303,2.0281425891181986,"[177, 221, 737, 237, 616, 174]"
QDA,{'reg_param': 0.05},P20,20.0,"[0.382199, 0.290576, 0.230366, 0.280105, 0.308901, 0.324607]",True,True,-0.07269262991373909,0.0997487379867591,-15.117314357552754,0.04600391279308476,0.5183366274765505,0.35,0.3988002825657557,0.0,0.02502862940431582,0.5190247321646437,-0.3,1.0,4.194225721784777,4.194225721784777,"[236, 271, 294, 275, 264, 258]",0.04633360283449631,0.5460857467055513,0.6,0.39833627285938056,0,0.025856469120274676,0.5321925753071793,0.19999999999999998,1.0,4.126060606060606,4.126060606060606,"[922, 1094, 1394, 1050, 1346, 1002]"
QDA,{'reg_param': 0.05},P25,25.0,"[0.450262, 0.342932, 0.277487, 0.316754, 0.374346, 0.371728]",True,True,0.13652768794106052,0.2269893825685655,-10.523758448659981,0.06295810305643328,0.4459736811593709,0.5,0.39847755347999375,0.0,0.034719089003401496,0.5167433020120585,0.0,1.0,3.8766404199475066,3.8766404199475066,"[210, 251, 276, 261, 239, 240]",0.06596212843286724,0.4384235990464755,0.6,0.39816951060724587,0,0.03738149204843455,0.5293289367145025,0.19999999999999998,1.0,3.730909090909091,3.730909090909091,"[785, 996, 1290, 995, 1177, 913]"
QDA,{'reg_param': 0.05},P30,30.0,"[0.458115, 0.439791, 0.337696, 0.371728, 0.418848, 0.410995]",True,True,-0.009671585209067829,0.21969450789203243,-7.838877708924676,0.06979995643968108,0.3589982807762815,0.2,0.39842246375844187,0.0,0.03859143053488839,0.5142937387886969,-0.6,1.0,3.5721784776902887,3.5721784776902887,"[207, 214, 253, 240, 222, 225]",0.07416112127245135,0.3737890121833966,0.5,0.39774132934325895,0,0.04221997635197865,0.5270796980117747,0.0,1.0,3.4509090909090907,3.4509090909090907,"[772, 857, 1220, 929, 1095, 821]"
QDA,{'reg_param': 0.05},P35,35.0,"[0.486911, 0.505236, 0.382199, 0.434555, 0.463351, 0.468586]",True,True,0.06901365169560489,0.2109528370459181,-4.719446303264858,0.08206143287168984,0.29260182894164954,0.2,0.39851349255188195,0.0,0.0456025708445882,0.5101090123842688,-0.6,1.0,3.267716535433071,3.267716535433071,"[196, 189, 236, 216, 205, 203]",0.08967343110287716,0.2778508647370952,0.35,0.39710090226712047,0,0.051655142285129026,0.5243800553916171,-0.3,1.0,3.056363636363636,3.056363636363636,"[697, 728, 1108, 840, 986, 684]"
QDA,{'reg_param': 0.05},P40,40.0,"[0.549738, 0.536649, 0.424084, 0.489529, 0.510471, 0.54712]",True,True,0.14787980056037214,0.30616295878305577,-2.509925304225257,0.0969494446740567,0.22854277494044659,0.2,0.3982437694225401,0.0,0.054484548089832524,0.5075037265574763,-0.6,1.0,2.9501312335958003,2.9501312335958003,"[172, 177, 220, 195, 187, 173]",0.10607213987401698,0.1989885546961394,0.35,0.3969312453505942,0,0.061994182341452334,0.5224578362842064,-0.3,0.9993939393939394,2.7066666666666666,2.7083080654942386,"[612, 663, 1033, 746, 897, 515]"
QDA,{'reg_param': 0.05},P45,45.0,"[0.617801, 0.578534, 0.473822, 0.557592, 0.562827, 0.58377]",True,True,0.19542376637650316,0.37424875119560785,-1.4231705153897196,0.11037786497302997,0.19450601551475036,0.2,0.3985063897274117,0.0,0.06235024383583221,0.5025287151221258,-0.6,0.979002624671916,2.6325459317585302,2.6890080428954426,"[146, 161, 201, 169, 167, 159]",0.1273128453303371,0.15206307364663613,0.35,0.3966632650396896,0,0.07562448965197094,0.5183796907031535,-0.3,0.9351515151515152,2.3448484848484847,2.507453013609851,"[493, 576, 950, 590, 820, 440]"
QDA,{'reg_param': 0.05},P50,50.0,"[0.672775, 0.602094, 0.518325, 0.60733, 0.591623, 0.672775]",True,True,0.2519479075899237,0.4286764513738612,-0.6331476195748615,0.13113114140031396,0.15886644803397995,0.2,0.39894404741196543,0.0,0.07504314204896577,0.49723137730974926,-0.6,0.931758530183727,2.341207349081365,2.5126760563380284,"[125, 152, 184, 150, 156, 125]",0.14720194096124586,0.11755438526315579,0.35,0.3967629855859038,0,0.08885638474798947,0.5147785739068143,-0.3,0.8793939393939394,2.0387878787878786,2.318401102687801,"[401, 511, 884, 503, 762, 303]"
QDA,{'reg_param': 0.05},P55,55.0,"[0.719895, 0.638743, 0.560209, 0.657068, 0.638743, 0.722513]",True,True,0.4197317058637189,0.48925417049045183,-0.09348339120825988,0.15325118689073577,0.1333846078813003,0.35,0.3995504228476113,0.0,0.08888620937671829,0.4911161901407805,-0.3,0.8713910761154856,2.068241469816273,2.373493975903614,"[107, 138, 168, 131, 138, 106]",0.17684109867145248,0.08661108694379184,0.35,0.3967471958759706,0,0.10934001303461001,0.5089542466988153,-0.3,0.8078787878787879,1.7345454545454546,2.1470367591897976,"[303, 431, 828, 395, 697, 208]"
QDA,{'reg_param': 0.05},P60,60.0,"[0.782723, 0.675393, 0.602094, 0.71466, 0.685864, 0.777487]",True,True,0.49989950730046334,0.5540583294110225,0.16606508709549345,0.1958821714889893,0.09610460334286486,0.35,0.40040646384779655,0.0,0.11785647311931899,0.4838127668184887,-0.3,0.8057742782152231,1.7664041994750657,2.192182410423453,"[83, 124, 152, 109, 120, 85]",0.2165693659764416,0.06169979724657473,0.35,0.3972958689371856,0,0.13822784281590594,0.5000324467837614,-0.3,0.703030303030303,1.407878787878788,2.002586206896552,"[200, 354, 697, 275, 654, 143]"
QDA,{'reg_param': 0.1},P20,20.0,"[0.384817, 0.293194, 0.230366, 0.272251, 0.311518, 0.32199]",True,True,-0.07178067271588148,0.0980918477331636,-15.13387270330623,0.046470544459806286,0.5179736822256507,0.35,0.39907488349987635,0.0,0.02528936304531324,0.5189116328488115,-0.3,1.0,4.196850393700787,4.196850393700787,"[235, 270, 294, 278, 263, 259]",0.04534124967853208,0.5467897611284378,0.6,0.3984678639435646,0,0.025280439759208597,0.5322779556797362,0.19999999999999998,1.0,4.127272727272727,4.127272727272727,"[914, 1091, 1394, 1060, 1346, 1005]"
QDA,{'reg_param': 0.1},P25,25.0,"[0.450262, 0.335079, 0.277487, 0.324607, 0.376963, 0.387435]",True,True,0.14316176101865052,0.22847642961723663,-10.52852378225381,0.0618604361082067,0.43827243424141293,0.5,0.3985791971728559,0.0,0.03405871512331098,0.5165137574551113,0.0,1.0,3.858267716535433,3.858267716535433,"[210, 254, 276, 258, 238, 234]",0.06539630053619437,0.4363994996744488,0.6,0.3982654291849702,0,0.03703550568613888,0.5292876652911036,0.19999999999999998,1.0,3.7315151515151515,3.7315151515151515,"[783, 1016, 1289, 996, 1174, 899]"
QDA,{'reg_param': 0.1},P30,30.0,"[0.458115, 0.445026, 0.337696, 0.374346, 0.421466, 0.418848]",True,True,-0.0025150441516218758,0.22786337131720363,-7.56816772202424,0.07030836080130526,0.35243236722882265,0.2,0.3986965409196516,0.0,0.038859742950367114,0.5138436937266104,-0.6,1.0,3.5538057742782154,3.5538057742782154,"[207, 212, 253, 239, 221, 222]",0.07410724400068298,0.36558675240714295,0.5,0.3978095990788787,0,0.04217914229277854,0.5269834106304662,0.0,1.0,3.4212121212121214,3.4212121212121214,"[767, 857, 1222, 918, 1083, 798]"
QDA,{'reg_param': 0.1},P35,35.0,"[0.486911, 0.505236, 0.382199, 0.442408, 0.468586, 0.468586]",True,True,0.07375468006722243,0.2131972245765145,-4.759367595437524,0.0824883229111324,0.28837116112126787,0.2,0.3987917275911929,0.0,0.04583463631135244,0.509814359879402,-0.6,1.0,3.254593175853018,3.254593175853018,"[196, 189, 236, 213, 203, 203]",0.0879261654226072,0.27394331934711846,0.35,0.397381261670086,0,0.05054480110472111,0.5243092589537178,-0.3,1.0,3.0624242424242425,3.0624242424242425,"[710, 723, 1106, 836, 984, 694]"
QDA,{'reg_param': 0.1},P40,40.0,"[0.557592, 0.565445, 0.426702, 0.497382, 0.510471, 0.54712]",True,True,0.1559680785949833,0.3174397937741602,-2.195666447673254,0.09821639668470739,0.22182717842010838,0.2,0.39859620110128086,0.0,0.05516953311543087,0.5065435490304981,-0.6,1.0,2.9028871391076114,2.9028871391076114,"[169, 166, 219, 192, 187, 173]",0.10861154417550974,0.19026369773412366,0.35,0.3969731577759139,0,0.06358076387165244,0.5218142394197632,-0.3,0.9957575757575757,2.638181818181818,2.6494217894096166,"[598, 586, 1031, 732, 895, 511]"
QDA,{'reg_param': 0.1},P45,45.0,"[0.615183, 0.578534, 0.47644, 0.554974, 0.562827, 0.594241]",True,True,0.19695752461449786,0.37769742092244685,-1.4242019842922653,0.1117148253113248,0.19449041308212625,0.2,0.3991103746176643,0.0,0.06308855849807048,0.501639055830927,-0.6,0.973753280839895,2.6246719160104988,2.6954177897574128,"[147, 161, 200, 170, 167, 155]",0.1283885631683814,0.14970937889626842,0.35,0.396727455501113,0,0.07635336990002545,0.5183510151885834,-0.3,0.933939393939394,2.3430303030303032,2.5087605451005843,"[489, 576, 942, 607, 816, 436]"
QDA,{'reg_param': 0.1},P50,50.0,"[0.680628, 0.602094, 0.520942, 0.60733, 0.596859, 0.670157]",True,True,0.2526534809714404,0.42965072032695095,-0.6332663538860289,0.1318846219315161,0.15896525354749466,0.2,0.3991137086247299,0.0,0.07549023273250019,0.49690478756848755,-0.6,0.9212598425196851,2.3280839895013123,2.527065527065527,"[122, 152, 183, 150, 154, 126]",0.14902656481098814,0.1184507281508195,0.35,0.3969162788892745,0,0.09013559686957959,0.5146924615194362,-0.3,0.8781818181818182,2.036363636363636,2.3188405797101446,"[391, 526, 879, 504, 758, 302]"
QDA,{'reg_param': 0.1},P55,55.0,"[0.717277, 0.646597, 0.557592, 0.659686, 0.636126, 0.722513]",True,True,0.41361245693255316,0.4887313075256759,-0.11635367103593736,0.15264468367871556,0.138936027488672,0.35,0.3996793358083656,0.0,0.0884495704185771,0.49099686454577796,-0.3,0.863517060367454,2.0656167979002626,2.39209726443769,"[108, 135, 169, 130, 139, 106]",0.1772017120238093,0.08752446740117861,0.35,0.39684687634348426,0,0.10951040638855422,0.5084871735226834,-0.3,0.7993939393939394,1.7224242424242424,2.1546626231993935,"[301, 414, 829, 391, 698, 209]"
QDA,{'reg_param': 0.1},P60,60.0,"[0.782723, 0.67801, 0.602094, 0.712042, 0.688482, 0.774869]",True,True,0.49732507674194526,0.5537606148130826,0.15742678073659522,0.19550210877752547,0.09834211609621694,0.35,0.4005502802021226,0.0,0.11747485531119382,0.4834120637284728,-0.3,0.800524934383202,1.7664041994750657,2.2065573770491804,"[83, 123, 152, 110, 119, 86]",0.21669935479094135,0.062126465017642685,0.35,0.3972924167992796,0,0.13827130945556595,0.499806699081224,-0.3,0.6993939393939393,1.4018181818181819,2.0043327556325825,"[200, 345, 699, 273, 651, 145]"
GaussianNB,{'var_smoothing': 1e-09},P20,20.0,"[0.67801, 0.358639, 0.298429, 0.340314, 0.290576, 0.306283]",True,True,0.44654539281571404,0.5539333164990585,-8.838614479009426,0.06966883241229957,0.46060003635776364,0.8999999999999999,0.39158865587059394,0.0,0.03832914016408488,0.5118318022272179,0.7999999999999999,0.9973753280839895,3.7375328083989503,3.7473684210526317,"[123, 245, 268, 252, 271, 265]",0.06845594533173979,0.4299168074198524,1.0,0.38464726195723664,0,0.03888625492126636,0.5291606294928961,0.9999999999999999,0.9981818181818182,3.5884848484848484,3.595021250758956,"[496, 862, 1115, 953, 1289, 1206]"
GaussianNB,{'var_smoothing': 1e-09},P25,25.0,"[0.691099, 0.39267, 0.324607, 0.418848, 0.421466, 0.363874]",True,True,0.4518811071368639,0.5840467644805134,-4.946622135215291,0.0804619275221054,0.38578210511134003,0.8,0.3906709490869948,0.0,0.044453880380332024,0.5080285331958485,0.6,0.9973753280839895,3.3963254593175853,3.4052631578947365,"[118, 232, 258, 222, 221, 243]",0.08027544834503923,0.3313471549563484,0.8999999999999999,0.38372823697274216,0,0.04597728277610675,0.5267657345290049,0.7999999999999999,0.9945454545454545,3.124242424242424,3.141377209018891,"[461, 781, 1071, 806, 930, 1106]"
GaussianNB,{'var_smoothing': 1e-09},P30,30.0,"[0.748691, 0.431937, 0.387435, 0.479058, 0.450262, 0.502618]",True,True,0.5535026505328465,0.7425352104763047,-1.512991986608803,0.10608134594263925,0.30982697270725656,0.8,0.39082759099154574,0.0,0.05984552083918178,0.5043009294725977,0.6,0.9921259842519685,3.0078740157480315,3.0317460317460316,"[96, 217, 234, 199, 210, 190]",0.10804840670042921,0.24056345598140938,0.95,0.38350086585761584,0,0.0632470330010507,0.5221102793746879,0.8999999999999998,0.9812121212121212,2.550909090909091,2.5997529339098207,"[319, 692, 968, 610, 832, 788]"
GaussianNB,{'var_smoothing': 1e-09},P35,35.0,"[0.793194, 0.497382, 0.434555, 0.526178, 0.54712, 0.633508]",True,True,0.7209311639013769,0.8011507431127028,0.2810414744209824,0.13398464430898602,0.2503865288712924,0.8999999999999999,0.391110161545611,0.0,0.0771942347598566,0.4989471669159403,0.7999999999999999,0.973753280839895,2.574803149606299,2.6442048517520216,"[79, 192, 216, 181, 173, 140]",0.1365030059186374,0.17042978724497324,0.8999999999999999,0.38359174813012925,0,0.08175870264806981,0.5171919621731581,0.7999999999999999,0.9375757575757576,1.9757575757575758,2.107304460245637,"[239, 566, 854, 500, 597, 504]"
GaussianNB,{'var_smoothing': 1e-09},P40,40.0,"[0.806283, 0.638743, 0.468586, 0.573298, 0.594241, 0.664921]",True,True,0.7122536931908232,0.7860566861005589,0.7213176460181447,0.15122138573876978,0.19654722898968818,0.8,0.3919317881391382,0.0,0.08771143754211724,0.49230762452526794,0.6,0.94750656167979,2.2598425196850394,2.3850415512465375,"[74, 138, 203, 163, 155, 128]",0.15469608394953996,0.12394127615242842,0.8,0.384339594344824,0,0.09364234443366286,0.5116877152989667,0.6,0.8684848484848485,1.5866666666666667,1.8269364968597348,"[228, 313, 734, 395, 523, 425]"
GaussianNB,{'var_smoothing': 1e-09},P45,45.0,"[0.840314, 0.709424, 0.557592, 0.63089, 0.667539, 0.740838]",True,True,0.7867900681677995,0.7133550735066472,0.6554923554166564,0.18687286877617557,0.1579088230119634,0.8,0.3927534080119575,0.0,0.11113736798781246,0.4835834271858128,0.6,0.9002624671916011,1.858267716535433,2.064139941690962,"[61, 111, 169, 141, 127, 99]",0.19053874312473765,0.07290485450426946,0.6,0.38573728295392995,0,0.11872381472586566,0.5043705871795735,0.19999999999999998,0.7424242424242424,1.1472727272727272,1.5453061224489795,"[187, 195, 592, 289, 392, 238]"
GaussianNB,{'var_smoothing': 1e-09},P50,50.0,"[0.863874, 0.795812, 0.617801, 0.709424, 0.701571, 0.793194]",True,True,0.7022018854589027,0.784052426346418,0.3596916702352477,0.21726068609708174,0.11331830687958781,0.6,0.39419835413802945,0.0,0.13128946868731523,0.4730041740565139,0.19999999999999998,0.8398950131233596,1.5223097112860893,1.8125,"[52, 78, 146, 111, 114, 79]",0.23107070983588485,0.04325152120838864,0.6,0.38744412572973924,0,0.14846972043442072,0.494058661761486,0.19999999999999998,0.58,0.7848484848484848,1.3531870428422152,"[147, 78, 381, 186, 353, 150]"
GaussianNB,{'var_smoothing': 1e-09},P55,55.0,"[0.874346, 0.866492, 0.67801, 0.76178, 0.730366, 0.842932]",True,True,0.7013669750100355,0.7701197154759489,-0.047073079884985436,0.25218794376875114,0.06957036591847418,0.5,0.39583132386586195,0.0,0.15566679044731366,0.46159720692328027,0.0,0.7637795275590551,1.2493438320209973,1.6357388316151202,"[48, 51, 123, 91, 103, 60]",0.26885652241030783,0.015971088883872518,0.5,0.3907809398317121,0,0.1797702470130319,0.4888762732382365,0.0,0.4890909090909091,0.6115151515151516,1.2503097893432467,"[128, 32, 319, 134, 299, 97]"
GaussianNB,{'var_smoothing': 1e-09},P60,60.0,"[0.910995, 0.890052, 0.732984, 0.790576, 0.774869, 0.858639]",True,True,0.8477233026392871,0.8967124783946218,-0.46554954758168765,0.3029715483247761,0.054765548549329135,0.6,0.3983910095461341,0.0,0.19696939569952976,0.45315466320000986,0.19999999999999998,0.6771653543307087,1.047244094488189,1.5465116279069766,"[34, 42, 102, 80, 86, 55]",0.31171994287045307,0.013073737776212447,0.6,0.39355424433460373,0,0.21792125958954625,0.48117083526615123,0.19999999999999998,0.3787878787878788,0.4509090909090909,1.1904000000000001,"[80, 24, 248, 90, 222, 80]"
GaussianNB,{'var_smoothing': 1e-08},P20,20.0,"[0.67801, 0.358639, 0.298429, 0.340314, 0.290576, 0.306283]",True,True,0.44654539281571404,0.5539333164990585,-8.838614479009426,0.06966883241229957,0.46060003635776364,0.8999999999999999,0.39158865587059394,0.0,0.03832914016408488,0.5118318022272179,0.7999999999999999,0.9973753280839895,3.7375328083989503,3.7473684210526317,"[123, 245, 268, 252, 271, 265]",0.06845594533173979,0.4299168074198524,1.0,0.38464726195723664,0,0.03888625492126636,0.5291606294928961,0.9999999999999999,0.9981818181818182,3.5884848484848484,3.595021250758956,"[496, 862, 1115, 953, 1289, 1206]"
GaussianNB,{'var_smoothing': 1e-08},P25,25.0,"[0.691099, 0.39267, 0.324607, 0.418848, 0.421466, 0.363874]",True,True,0.4518811071368639,0.5840467644805134,-4.946622135215291,0.0804619275221054,0.38578210511134003,0.8,0.3906709490869948,0.0,0.044453880380332024,0.5080285331958485,0.6,0.9973753280839895,3.3963254593175853,3.4052631578947365,"[118, 232, 258, 222, 221, 243]",0.08027544834503923,0.3313471549563484,0.8999999999999999,0.38372823697274216,0,0.04597728277610675,0.5267657345290049,0.7999999999999999,0.9945454545454545,3.124242424242424,3.141377209018891,"[461, 781, 1071, 806, 930, 1106]"
GaussianNB,{'var_smoothing': 1e-08},P30,30.0,"[0.748691, 0.431937, 0.387435, 0.479058, 0.450262, 0.502618]",True,True,0.5535026505328465,0.7425352104763047,-1.512991986608803,0.10608134594263925,0.30982697270725656,0.8,0.39082759099154574,0.0,0.05984552083918178,0.5043009294725977,0.6,0.9921259842519685,3.0078740157480315,3.0317460317460316,"[96, 217, 234, 199, 210, 190]",0.10804840670042921,0.24056345598140938,0.95,0.38350086585761584,0,0.0632470330010507,0.5221102793746879,0.8999999999999998,0.9812121212121212,2.550909090909091,2.5997529339098207,"[319, 692, 968, 610, 832, 788]"
